,r,señal,FFF,Limit,In,Z,Big Z,xpos,xneg,ypos,yneg,Rho,delta0 = 0.001 h0 = 228.57142857142858 h1 = -2714.2857142857138 h2 = 37142.857142857145 h3 = -900000.0 h4 = 800000.0
405,46.0,0.76984,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,22.923076923076923,40.07665505226481,0.46,-1378.8934481602614
406,49.0,0.7710100000000001,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,21.64957264957265,37.850174216027874,0.49,-1666.6992666561182
407,52.0,0.772,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,20.376068376068375,35.62369337979094,0.52,-1991.995076510638
408,55.0,0.7723,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,19.102564102564102,33.397212543554005,0.55,-2357.07618328715
409,58.0,0.77279,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,17.82905982905983,31.170731707317074,0.58,-2764.237892533756
410,61.0,0.7732899999999999,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,16.555555555555557,28.94425087108014,0.61,-3215.7755097754757
411,64.0,0.77359,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,15.282051282051283,26.717770034843205,0.64,-3713.9843405013926
412,67.0,0.77446,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,14.008547008547009,24.49128919860627,0.67,-4261.159690142825
413,70.0,0.77496,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,12.735042735042734,22.264808362369337,0.7,-4859.596864034752
414,73.0,0.77477,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,11.461538461538462,20.038327526132406,0.73,-5511.591167344498
415,76.0,0.7762399999999999,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,10.188034188034187,17.81184668989547,0.76,-6219.437904931711
416,79.0,0.7762399999999999,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,8.914529914529915,15.585365853658537,0.79,-6985.432381053859
417,82.0,0.77674,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,7.641025641025641,13.358885017421603,0.82,-7811.869898690234
418,85.0,0.77674,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,6.367521367521367,11.132404181184668,0.85,-8701.04575780364
419,88.0,0.77685,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,5.094017094017094,8.905923344947736,0.88,-9655.255250131993
420,91.0,0.77772,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,3.8205128205128207,6.679442508710801,0.91,-10676.79363972902
421,94.0,0.77841,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,2.547008547008547,4.452961672473868,0.94,-11767.956059247355
422,97.0,0.77822,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,1.2735042735042734,2.226480836236934,0.97,-12931.036369840513
423,100.0,0.77969,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,0.0,0.0,1.0,-0.0
424,103.0,0.78008,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-2.226480836236934,-2.226480836236934,1.03,15482.142110768193
425,106.0,0.7801899999999999,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-4.452961672473868,-4.452961672473868,1.06,16874.756160954716
426,109.0,0.78008,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-6.679442508710801,-6.679442508710801,1.09,18348.470092809137
427,112.0,0.7803800000000001,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-8.905923344947736,-8.905923344947736,1.12,19905.57998838816
428,115.0,0.78068,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-11.132404181184668,-11.132404181184668,1.15,21548.381251420473
429,118.0,0.7806,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-13.358885017421603,-13.358885017421603,1.18,23279.169212276243
430,121.0,0.78156,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-15.585365853658537,-15.585365853658537,1.21,25100.239185226677
431,124.0,0.7819699999999999,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-17.81184668989547,-17.81184668989547,1.24,27013.886479569363
432,127.0,0.7819699999999999,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-20.038327526132406,-20.038327526132406,1.27,29022.40640270621
433,130.0,0.78284,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-22.264808362369337,-22.264808362369337,1.3,31128.094261204926
434,133.0,0.78295,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-24.49128919860627,-24.49128919860627,1.33,33333.24536122491
435,136.0,0.78452,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-26.717770034843205,-26.717770034843205,1.36,35640.15500870896
436,139.0,0.78432,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-28.94425087108014,-28.94425087108014,1.39,38051.11850947717
437,142.0,0.78492,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-31.170731707317074,-31.170731707317074,1.42,40568.431169276526
438,145.0,0.7858,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-33.397212543554005,-33.397212543554005,1.45,43194.388293808435
439,148.0,0.78561,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-35.62369337979094,-35.62369337979094,1.48,45931.285188744514
440,151.0,0.78492,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-37.850174216027874,-37.850174216027874,1.51,48781.417159737015
441,154.0,0.786,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-40.07665505226481,-40.07665505226481,1.54,51747.07951242457
442,157.0,0.78561,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-42.30313588850174,-42.30313588850174,1.57,54830.567552436325
443,160.0,0.78591,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-44.52961672473867,-44.52961672473867,1.6,58034.17658539458
444,163.0,0.7861,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-46.75609756097561,-46.75609756097561,1.63,61360.20191691667
445,166.0,0.78689,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-48.98257839721254,-48.98257839721254,1.66,64810.93885261641
446,169.0,0.78591,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-51.20905923344948,-51.20905923344948,1.69,68388.68269810434
447,172.0,0.7861,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-53.43554006968641,-53.43554006968641,1.72,72095.72875898932
448,175.0,0.78601,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-55.66202090592334,-55.66202090592334,1.75,75934.37234087841
449,178.0,0.7864899999999999,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-57.88850174216028,-57.88850174216028,1.78,79906.90874937731
450,181.0,0.78503,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-60.11498257839721,-60.11498257839721,1.81,84015.63329009074
451,184.0,0.786,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-62.34146341463415,-62.34146341463415,1.84,88262.84126862265
452,187.0,0.78432,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-64.56794425087108,-64.56794425087108,1.87,92650.82799057622
453,190.0,0.78128,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-66.79442508710801,-66.79442508710801,1.9,97181.88876155432
454,191.0,0.77465,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-67.53658536585365,-67.53658536585365,1.91,98724.43330448354
455,192.0,0.75536,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-68.2787456445993,-68.2787456445993,1.92,100283.21500924557
456,193.0,0.7089,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-69.02090592334494,-69.02090592334494,1.93,101858.31888715888
457,194.0,0.62857,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-69.7630662020906,-69.7630662020906,1.94,103449.82994954199
458,195.0,0.5462199999999999,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-70.50522648083624,-70.50522648083624,1.95,105057.83320771338
459,196.0,0.46106,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-71.24738675958189,-71.24738675958189,1.96,106682.41367299193
460,197.0,0.37185,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-71.98954703832753,-71.98954703832753,1.97,108323.65635669604
461,198.0,0.28365,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-72.73170731707317,-72.73170731707317,1.98,109981.6462701441
462,199.0,0.20355,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-73.47386759581882,-73.47386759581882,1.99,111656.46842465506
463,200.0,0.12542999999999999,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-74.21602787456446,-74.21602787456446,2.0,113348.20783154729
464,201.0,0.070101,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-74.9581881533101,-74.9581881533101,2.01,115056.94950213932
465,202.0,0.048386,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-75.70034843205575,-75.70034843205575,2.02,116782.77844774963
466,203.0,0.041973,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-76.44250871080139,-76.44250871080139,2.03,118525.77967969696
467,204.0,0.039753,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-77.18466898954703,-77.18466898954703,2.04,120286.03820929992
468,205.0,0.038443,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-77.92682926829268,-77.92682926829268,2.05,122063.63904787668
469,206.0,0.037251,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-78.66898954703832,-78.66898954703832,2.06,123858.66720674628
470,207.0,0.036341000000000005,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-79.41114982578397,-79.41114982578397,2.07,125671.20769722697
471,208.0,0.035454,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-80.15331010452962,-80.15331010452962,2.08,127501.34553063723
472,209.0,0.034723000000000004,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-80.89547038327527,-80.89547038327527,2.09,129349.16571829566
473,210.0,0.033974000000000004,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-81.63763066202091,-81.63763066202091,2.1,131214.7532715214
474,213.0,0.031823000000000004,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-83.86411149825784,-83.86411149825784,2.13,136918.9702377838
475,216.0,0.029608,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-86.09059233449477,-86.09059233449477,2.16,142786.1539016151
476,219.0,0.027212,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-88.3170731707317,-88.3170731707317,2.19,148818.5995686149
477,222.0,0.024821,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-90.54355400696865,-90.54355400696865,2.22,155018.60254438475
478,225.0,0.022518,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-92.77003484320558,-92.77003484320558,2.25,161388.4581345241
479,228.0,0.020191999999999998,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-94.99651567944251,-94.99651567944251,2.28,167930.4616446334
480,231.0,0.018203999999999998,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-97.22299651567944,-97.22299651567944,2.31,174646.90838031302
481,234.0,0.016316999999999998,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-99.44947735191637,-99.44947735191637,2.34,181540.09364716287
482,237.0,0.014591999999999999,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-101.67595818815332,-101.67595818815332,2.37,188612.31275078328
483,240.0,0.013165999999999999,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-103.90243902439025,-103.90243902439025,2.4,195865.86099677414
484,243.0,0.011887,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-106.12891986062718,-106.12891986062718,2.43,203303.03369073517
485,245.0,0.011138,0,200,0,100,0.05420850000000001,75.7469244288225,75.7469244288225,-107.61324041811847,-107.61324041811847,2.45,208364.29588649576
486,-70.0,0.02201,0,25,1,100,0.05420850000000001,62.49121265377856,-59.60794297352342,5.306267806267806,5.306267806267806,0.7,-3.0824333474159557e-08
487,-68.0,0.023103,0,25,1,100,0.05420850000000001,60.976274165202106,-57.53462321792261,5.306267806267806,5.306267806267806,0.68,-3.690744899223473e-08
488,-65.0,0.024880000000000003,0,25,1,100,0.05420850000000001,58.703866432337435,-54.424643584521384,5.306267806267806,5.306267806267806,0.65,-4.6131160288633216e-08
489,-62.0,0.026931,0,25,1,100,0.05420850000000001,56.431458699472756,-51.31466395112016,5.306267806267806,5.306267806267806,0.62,-5.549922458362298e-08
490,-59.0,0.029235,0,25,1,100,0.05420850000000001,54.159050966608085,-48.20468431771894,5.306267806267806,5.306267806267806,0.59,-6.505022067412922e-08
491,-56.0,0.031967,0,25,1,100,0.05420850000000001,51.886643233743406,-45.09470468431772,5.306267806267806,5.306267806267806,0.56,-7.483608145398951e-08
492,-53.0,0.034973000000000004,0,25,1,100,0.05420850000000001,49.614235500878735,-41.984725050916495,5.306267806267806,5.306267806267806,0.53,-8.492596641620727e-08
493,-50.0,0.038525,0,25,1,100,0.05420850000000001,47.341827768014056,-38.87474541751528,5.306267806267806,5.306267806267806,0.5,-9.541599835043857e-08
494,-47.0,0.042515,0,25,1,100,0.05420850000000001,45.069420035149385,-35.764765784114054,5.306267806267806,5.306267806267806,0.47,-1.0644263355551242e-07
495,-44.0,0.046752999999999996,0,25,1,100,0.05420850000000001,42.79701230228471,-32.65478615071283,5.306267806267806,5.306267806267806,0.44,-1.182027474997022e-07
496,-41.0,0.051163,0,25,1,100,0.05420850000000001,40.524604569420035,-29.54480651731161,5.306267806267806,5.306267806267806,0.41,-1.3099164986299225e-07
497,-38.0,0.055403999999999995,0,25,1,100,0.05420850000000001,38.25219683655536,-26.434826883910386,5.306267806267806,5.306267806267806,0.38,-1.4526718743988662e-07
498,-35.0,0.060287,0,25,1,100,0.05420850000000001,35.979789103690685,-23.324847250509166,5.306267806267806,5.306267806267806,0.35,-1.6177396961165583e-07
499,-34.0,0.062107,0,25,1,100,0.05420850000000001,35.22231985940246,-22.28818737270876,5.306267806267806,5.306267806267806,0.34,-1.679701459282334e-07
500,-33.0,0.064432,0,25,1,100,0.05420850000000001,34.46485061511424,-21.251527494908352,5.306267806267806,5.306267806267806,0.33,-1.7461606851922277e-07
501,-32.0,0.067715,0,25,1,100,0.05420850000000001,33.70738137082601,-20.21486761710794,5.306267806267806,5.306267806267806,0.32,-1.8179482521957905e-07
502,-31.0,0.075376,0,25,1,100,0.05420850000000001,32.94991212653778,-19.178207739307535,5.306267806267806,5.306267806267806,0.31,-1.896105995957659e-07
503,-30.0,0.1013,0,25,1,100,0.05420850000000001,32.19244288224956,-18.141547861507128,5.306267806267806,5.306267806267806,0.3,-1.981946037049674e-07
504,-29.0,0.18919,0,25,1,100,0.05420850000000001,31.434973637961335,-17.10488798370672,5.306267806267806,5.306267806267806,0.29,-2.077148658390165e-07
505,-28.0,0.37755,0,25,1,100,0.05420850000000001,30.67750439367311,-16.068228105906314,5.306267806267806,5.306267806267806,0.28,-2.183892886085747e-07
506,-27.0,0.6539699999999999,0,25,1,100,0.05420850000000001,29.920035149384887,-15.031568228105906,5.306267806267806,5.306267806267806,0.27,-2.3050555380987915e-07
507,-26.0,0.9671200000000001,0,25,1,100,0.05420850000000001,29.16256590509666,-13.994908350305499,5.306267806267806,5.306267806267806,0.26,-2.4445008776635464e-07
508,-25.0,1.2916,0,25,1,100,0.05420850000000001,28.405096660808436,-12.958248472505092,5.306267806267806,5.306267806267806,0.25,-2.6075361359448894e-07
509,-24.0,1.6153,0,25,1,100,0.05420850000000001,27.647627416520212,-11.921588594704684,5.306267806267806,5.306267806267806,0.24,-2.8016312340618977e-07
510,-23.0,1.9507,0,25,1,100,0.05420850000000001,26.890158172231985,-10.884928716904277,5.306267806267806,5.306267806267806,0.23,-3.037609108211494e-07
511,-22.0,2.2724,0,25,1,100,0.05420850000000001,26.13268892794376,-9.84826883910387,5.306267806267806,5.306267806267806,0.22,-3.3317003188674753e-07
512,-21.0,2.5722,0,25,1,100,0.05420850000000001,25.375219683655537,-8.811608961303463,5.306267806267806,5.306267806267806,0.21,-3.7092737963078673e-07
513,-20.0,2.7817,0,25,1,100,0.05420850000000001,24.61775043936731,-7.774949083503055,5.306267806267806,5.306267806267806,0.2,-4.2120500264237033e-07
514,-19.0,2.8843,0,25,1,100,0.05420850000000001,23.860281195079086,-6.738289205702648,5.306267806267806,5.306267806267806,0.19,-4.913163574900983e-07
515,-18.0,2.9138,0,25,1,100,0.05420850000000001,23.102811950790862,-5.70162932790224,5.306267806267806,5.306267806267806,0.18,-5.95185633017006e-07
516,-17.0,2.9268,0,25,1,100,0.05420850000000001,22.345342706502635,-4.664969450101833,5.306267806267806,5.306267806267806,0.17,-7.624418136288353e-07
517,-16.0,2.9268,0,25,1,100,0.05420850000000001,21.58787346221441,-3.6283095723014256,5.306267806267806,5.306267806267806,0.16,-1.0669558989868298e-06
518,-15.0,2.9248,0,25,1,100,0.05420850000000001,20.830404217926187,-2.5916496945010183,5.306267806267806,5.306267806267806,0.15,-1.744365988283191e-06
519,-12.0,2.924,0,25,1,100,0.05420850000000001,18.557996485061512,0.37873462214411246,5.306267806267806,5.306267806267806,0.12,-24.26638299008817
520,-9.0,2.9213,0,25,1,100,0.05420850000000001,16.285588752196837,2.6511423550087874,5.306267806267806,5.306267806267806,0.09,-10.112040650708328
521,-6.0,2.9172,0,25,1,100,0.05420850000000001,14.013181019332162,4.923550087873462,5.306267806267806,5.306267806267806,0.06,-2.843573383072544
522,-3.0,2.9146,0,25,1,100,0.05420850000000001,11.740773286467487,7.195957820738137,5.306267806267806,5.306267806267806,0.03,-0.16571692927087966
523,0.0,2.9117,0,25,1,100,0.05420850000000001,9.468365553602812,9.468365553602812,5.306267806267806,5.306267806267806,0.0,0.21683399494014602
524,3.0,2.9164,0,25,1,100,0.05420850000000001,7.195957820738137,11.740773286467487,5.306267806267806,5.306267806267806,0.03,-0.16571692927087966
525,6.0,2.9172,0,25,1,100,0.05420850000000001,4.923550087873462,14.013181019332162,5.306267806267806,5.306267806267806,0.06,-2.843573383072544
526,9.0,2.9179,0,25,1,100,0.05420850000000001,2.6511423550087874,16.285588752196837,5.306267806267806,5.306267806267806,0.09,-10.112040650708328
527,12.0,2.9268,0,25,1,100,0.05420850000000001,0.37873462214411246,18.557996485061512,5.306267806267806,5.306267806267806,0.12,-24.26638299008817
528,15.0,2.9248,0,25,1,100,0.05420850000000001,-2.5916496945010183,20.830404217926187,5.306267806267806,5.306267806267806,0.15,-1.744365988283191e-06
529,16.0,2.9241,0,25,1,100,0.05420850000000001,-3.6283095723014256,21.58787346221441,5.306267806267806,5.306267806267806,0.16,-1.0669558989868298e-06
530,17.0,2.922,0,25,1,100,0.05420850000000001,-4.664969450101833,22.345342706502635,5.306267806267806,5.306267806267806,0.17,-7.624418136288353e-07
531,18.0,2.9199,0,25,1,100,0.05420850000000001,-5.70162932790224,23.102811950790862,5.306267806267806,5.306267806267806,0.18,-5.95185633017006e-07
532,19.0,2.8804,0,25,1,100,0.05420850000000001,-6.738289205702648,23.860281195079086,5.306267806267806,5.306267806267806,0.19,-4.913163574900983e-07
533,20.0,2.7784,0,25,1,100,0.05420850000000001,-7.774949083503055,24.61775043936731,5.306267806267806,5.306267806267806,0.2,-4.2120500264237033e-07
534,21.0,2.5622,0,25,1,100,0.05420850000000001,-8.811608961303463,25.375219683655537,5.306267806267806,5.306267806267806,0.21,-3.7092737963078673e-07
535,22.0,2.2752,0,25,1,100,0.05420850000000001,-9.84826883910387,26.13268892794376,5.306267806267806,5.306267806267806,0.22,-3.3317003188674753e-07
536,23.0,1.9535,0,25,1,100,0.05420850000000001,-10.884928716904277,26.890158172231985,5.306267806267806,5.306267806267806,0.23,-3.037609108211494e-07
537,24.0,1.6309,0,25,1,100,0.05420850000000001,-11.921588594704684,27.647627416520212,5.306267806267806,5.306267806267806,0.24,-2.8016312340618977e-07
538,25.0,1.2951,0,25,1,100,0.05420850000000001,-12.958248472505092,28.405096660808436,5.306267806267806,5.306267806267806,0.25,-2.6075361359448894e-07
539,26.0,0.97016,0,25,1,100,0.05420850000000001,-13.994908350305499,29.16256590509666,5.306267806267806,5.306267806267806,0.26,-2.4445008776635464e-07
540,27.0,0.64736,0,25,1,100,0.05420850000000001,-15.031568228105906,29.920035149384887,5.306267806267806,5.306267806267806,0.27,-2.3050555380987915e-07
541,28.0,0.37182,0,25,1,100,0.05420850000000001,-16.068228105906314,30.67750439367311,5.306267806267806,5.306267806267806,0.28,-2.183892886085747e-07
542,29.0,0.18604,0,25,1,100,0.05420850000000001,-17.10488798370672,31.434973637961335,5.306267806267806,5.306267806267806,0.29,-2.077148658390165e-07
543,30.0,0.10226,0,25,1,100,0.05420850000000001,-18.141547861507128,32.19244288224956,5.306267806267806,5.306267806267806,0.3,-1.981946037049674e-07
544,31.0,0.075838,0,25,1,100,0.05420850000000001,-19.178207739307535,32.94991212653778,5.306267806267806,5.306267806267806,0.31,-1.896105995957659e-07
545,32.0,0.067625,0,25,1,100,0.05420850000000001,-20.21486761710794,33.70738137082601,5.306267806267806,5.306267806267806,0.32,-1.8179482521957905e-07
546,33.0,0.064295,0,25,1,100,0.05420850000000001,-21.251527494908352,34.46485061511424,5.306267806267806,5.306267806267806,0.33,-1.7461606851922277e-07
547,34.0,0.062423,0,25,1,100,0.05420850000000001,-22.28818737270876,35.22231985940246,5.306267806267806,5.306267806267806,0.34,-1.679701459282334e-07
548,35.0,0.060507000000000005,0,25,1,100,0.05420850000000001,-23.324847250509166,35.979789103690685,5.306267806267806,5.306267806267806,0.35,-1.6177396961165583e-07
549,38.0,0.055577999999999995,0,25,1,100,0.05420850000000001,-26.434826883910386,38.25219683655536,5.306267806267806,5.306267806267806,0.38,-1.4526718743988662e-07
550,41.0,0.05140499999999999,0,25,1,100,0.05420850000000001,-29.54480651731161,40.524604569420035,5.306267806267806,5.306267806267806,0.41,-1.3099164986299225e-07
551,44.0,0.047059,0,25,1,100,0.05420850000000001,-32.65478615071283,42.79701230228471,5.306267806267806,5.306267806267806,0.44,-1.182027474997022e-07
552,47.0,0.042818,0,25,1,100,0.05420850000000001,-35.764765784114054,45.069420035149385,5.306267806267806,5.306267806267806,0.47,-1.0644263355551242e-07
553,50.0,0.038961,0,25,1,100,0.05420850000000001,-38.87474541751528,47.341827768014056,5.306267806267806,5.306267806267806,0.5,-9.541599835043857e-08
554,53.0,0.035269999999999996,0,25,1,100,0.05420850000000001,-41.984725050916495,49.614235500878735,5.306267806267806,5.306267806267806,0.53,-8.492596641620727e-08
555,56.0,0.03217,0,25,1,100,0.05420850000000001,-45.09470468431772,51.886643233743406,5.306267806267806,5.306267806267806,0.56,-7.483608145398951e-08
556,59.0,0.029549000000000002,0,25,1,100,0.05420850000000001,-48.20468431771894,54.159050966608085,5.306267806267806,5.306267806267806,0.59,-6.505022067412922e-08
557,62.0,0.027242000000000002,0,25,1,100,0.05420850000000001,-51.31466395112016,56.431458699472756,5.306267806267806,5.306267806267806,0.62,-5.549922458362298e-08
558,65.0,0.025034,0,25,1,100,0.05420850000000001,-54.424643584521384,58.703866432337435,5.306267806267806,5.306267806267806,0.65,-4.6131160288633216e-08
559,68.0,0.023393,0,25,1,100,0.05420850000000001,-57.53462321792261,60.976274165202106,5.306267806267806,5.306267806267806,0.68,-3.690744899223473e-08
560,70.0,0.022313,0,25,1,100,0.05420850000000001,-59.60794297352342,62.49121265377856,5.306267806267806,5.306267806267806,0.7,-3.0824333474159557e-08
561,-95.0,0.016274,0,50,1,100,0.05420850000000001,90.896309314587,-72.56619144602851,10.612535612535613,10.612535612535613,0.95,-2.0914707019801383e-07
562,-93.0,0.017006999999999998,0,50,1,100,0.05420850000000001,89.38137082601054,-70.4928716904277,10.612535612535613,10.612535612535613,0.93,-2.167189620018593e-07
563,-90.0,0.01821,0,50,1,100,0.05420850000000001,87.10896309314587,-67.38289205702648,10.612535612535613,10.612535612535613,0.9,-2.284048490064446e-07
564,-87.0,0.019733,0,50,1,100,0.05420850000000001,84.8365553602812,-64.27291242362526,10.612535612535613,10.612535612535613,0.87,-2.405448736725775e-07
565,-84.0,0.021163,0,50,1,100,0.05420850000000001,82.56414762741652,-61.16293279022403,10.612535612535613,10.612535612535613,0.84,-2.5322683588298484e-07
566,-81.0,0.022932,0,50,1,100,0.05420850000000001,80.29173989455184,-58.05295315682281,10.612535612535613,10.612535612535613,0.81,-2.6655771720228354e-07
567,-78.0,0.024856,0,50,1,100,0.05420850000000001,78.01933216168717,-54.942973523421585,10.612535612535613,10.612535612535613,0.78,-2.8067465303117947e-07
568,-75.0,0.026858999999999997,0,50,1,100,0.05420850000000001,75.7469244288225,-51.83299389002037,10.612535612535613,10.612535612535613,0.75,-2.9574981004312995e-07
569,-72.0,0.029118,0,50,1,100,0.05420850000000001,73.47451669595782,-48.723014256619145,10.612535612535613,10.612535612535613,0.72,-3.120093494772822e-07
570,-69.0,0.031458,0,50,1,100,0.05420850000000001,71.20210896309315,-45.61303462321792,10.612535612535613,10.612535612535613,0.69,-3.297487523026032e-07
571,-66.0,0.033874,0,50,1,100,0.05420850000000001,68.92970123022847,-42.503054989816704,10.612535612535613,10.612535612535613,0.66,-3.493623285956167e-07
572,-63.0,0.036316,0,50,1,100,0.05420850000000001,66.6572934973638,-39.39307535641548,10.612535612535613,10.612535612535613,0.63,-3.713905919494157e-07
573,-60.0,0.03911,0,50,1,100,0.05420850000000001,64.38488576449912,-36.283095723014256,10.612535612535613,10.612535612535613,0.6,-3.9658608703354745e-07
574,-59.0,0.040157,0,50,1,100,0.05420850000000001,63.62741652021089,-35.24643584521385,10.612535612535613,10.612535612535613,0.59,-4.058627616833538e-07
575,-58.0,0.041193,0,50,1,100,0.05420850000000001,62.86994727592267,-34.20977596741344,10.612535612535613,10.612535612535613,0.58,-4.1565782080240033e-07
576,-57.0,0.04288,0,50,1,100,0.05420850000000001,62.112478031634446,-33.17311608961303,10.612535612535613,10.612535612535613,0.57,-4.260299942392791e-07
577,-56.0,0.04615,0,50,1,100,0.05420850000000001,61.35500878734622,-32.13645621181263,10.612535612535613,10.612535612535613,0.56,-4.370452075311844e-07
578,-55.0,0.057277,0,50,1,100,0.05420850000000001,60.597539543058,-31.09979633401222,10.612535612535613,10.612535612535613,0.55,-4.487805683994254e-07
579,-54.0,0.092179,0,50,1,100,0.05420850000000001,59.840070298769774,-30.06313645621181,10.612535612535613,10.612535612535613,0.54,-4.6132499679143394e-07
580,-53.0,0.16702,0,50,1,100,0.05420850000000001,59.08260105448154,-29.026476578411405,10.612535612535613,10.612535612535613,0.53,-4.7478186373859685e-07
581,-52.0,0.27392,0,50,1,100,0.05420850000000001,58.32513181019332,-27.989816700610998,10.612535612535613,10.612535612535613,0.52,-4.892729927748529e-07
582,-51.0,0.39602,0,50,1,100,0.05420850000000001,57.567662565905096,-26.95315682281059,10.612535612535613,10.612535612535613,0.51,-5.049406317185597e-07
583,-50.0,0.52018,0,50,1,100,0.05420850000000001,56.81019332161687,-25.916496945010184,10.612535612535613,10.612535612535613,0.5,-5.219544904911725e-07
584,-49.0,0.64904,0,50,1,100,0.05420850000000001,56.05272407732865,-24.879837067209778,10.612535612535613,10.612535612535613,0.49,-5.405166361560525e-07
585,-48.0,0.77644,0,50,1,100,0.05420850000000001,55.295254833040424,-23.843177189409367,10.612535612535613,10.612535612535613,0.48,-5.608695405277111e-07
