,r,señal,FFF,Limit,In,Z,Big Z,xpos,xneg,ypos,yneg,Rho,delta0 = 4.0 h0 = 50.0 h1 = -2000.0 h2 = 30000.0 h3 = -450000.0 h4 = 200000.0
60,33.0,0.17105,0,25,0,100,0.05420850000000001,9.468365553602812,9.468365553602812,-15.214285714285714,-15.214285714285714,0.33,1540.6238751279395
61,34.0,0.1642,0,25,0,100,0.05420850000000001,9.468365553602812,9.468365553602812,-15.956445993031359,-15.956445993031359,0.34,1689.9567369523738
62,35.0,0.15782,0,25,0,100,0.05420850000000001,9.468365553602812,9.468365553602812,-16.698606271777003,-16.698606271777003,0.35,1848.271989244422
63,38.0,0.13856,0,25,0,100,0.05420850000000001,9.468365553602812,9.468365553602812,-18.925087108013937,-18.925087108013937,0.38,2379.8406052653063
64,41.0,0.1213,0,25,0,100,0.05420850000000001,9.468365553602812,9.468365553602812,-21.15156794425087,-21.15156794425087,0.41,3002.0358461338296
65,44.0,0.10702,0,25,0,100,0.05420850000000001,9.468365553602812,9.468365553602812,-23.378048780487806,-23.378048780487806,0.44,3722.1353384678505
66,47.0,0.096558,0,25,0,100,0.05420850000000001,9.468365553602812,9.468365553602812,-25.60452961672474,-25.60452961672474,0.47,4547.3847301703745
67,50.0,0.086998,0,25,0,100,0.05420850000000001,9.468365553602812,9.468365553602812,-27.83101045296167,-27.83101045296167,0.5,5485.009825080986
68,53.0,0.080306,0,25,0,100,0.05420850000000001,9.468365553602812,9.468365553602812,-30.057491289198605,-30.057491289198605,0.53,6542.223653681976
69,56.0,0.073579,0,25,0,100,0.05420850000000001,9.468365553602812,9.468365553602812,-32.28397212543554,-32.28397212543554,0.56,7726.230754268092
70,59.0,0.067845,0,25,0,100,0.05420850000000001,9.468365553602812,9.468365553602812,-34.51045296167247,-34.51045296167247,0.59,9044.229856267855
71,62.0,0.063037,0,25,0,100,0.05420850000000001,9.468365553602812,9.468365553602812,-36.73693379790941,-36.73693379790941,0.62,10503.41561475923
72,65.0,0.060057,0,25,0,100,0.05420850000000001,9.468365553602812,9.468365553602812,-38.96341463414634,-38.96341463414634,0.65,12110.9797629031
73,68.0,0.056351,0,25,0,100,0.05420850000000001,9.468365553602812,9.468365553602812,-41.18989547038328,-41.18989547038328,0.68,13874.111896634551
74,70.0,0.055396,0,25,0,100,0.05420850000000001,9.468365553602812,9.468365553602812,-42.674216027874564,-42.674216027874564,0.7,15139.509662778002
75,-95.0,0.010471,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,50.94017094017094,-29.715099715099715,0.95,-118.49106650474756
76,-93.0,0.010999,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,50.09116809116809,-28.866096866096868,0.93,-119.14757633830297
77,-90.0,0.011954,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,48.81766381766382,-27.59259259259259,0.9,-120.22479509613183
78,-87.0,0.013004,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,47.54415954415954,-26.31908831908832,0.87,-121.42868693868523
79,-84.0,0.014264,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,46.27065527065527,-25.045584045584047,0.84,-122.78037140003757
80,-81.0,0.015913,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,44.997150997150996,-23.77207977207977,0.81,-124.30563813829097
81,-78.0,0.017645,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,43.72364672364672,-22.498575498575498,0.78,-126.0362576242163
82,-75.0,0.019955,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,42.45014245014245,-21.225071225071225,0.75,-128.01174380856193
83,-72.0,0.022422,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,41.17663817663818,-19.951566951566953,0.72,-130.28175528777714
84,-69.0,0.02543,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,39.903133903133906,-18.678062678062677,0.69,-132.90941138653326
85,-66.0,0.028465,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,38.629629629629626,-17.404558404558404,0.66,-135.97593873417154
86,-63.0,0.031827,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,37.356125356125354,-16.13105413105413,0.63,-139.58728184505276
87,-60.0,0.038565,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,36.08262108262108,-14.857549857549857,0.6,-143.88365527985127
88,-59.0,0.049589,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,35.65811965811966,-14.433048433048434,0.59,-145.49884435835406
89,-58.0,0.080643,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,35.23361823361823,-14.008547008547009,0.58,-147.2190066905488
90,-57.0,0.15174,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,34.80911680911681,-13.584045584045585,0.57,-149.0535584960058
91,-56.0,0.26118,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,34.38461538461539,-13.15954415954416,0.56,-151.01298450084062
92,-55.0,0.37772,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,33.96011396011396,-12.735042735042734,0.55,-153.10898101184128
93,-54.0,0.50015,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,33.535612535612536,-12.31054131054131,0.54,-155.35461994907044
94,-53.0,0.62587,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,33.111111111111114,-11.886039886039885,0.53,-157.76453676658866
95,-52.0,0.7529,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,32.686609686609685,-11.461538461538462,0.52,-160.3551453925188
96,-51.0,0.87061,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,32.26210826210826,-11.037037037037036,0.51,-163.14488338792387
97,-50.0,0.98244,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,31.837606837606838,-10.612535612535613,0.5,-166.15449034276165
98,-49.0,1.0598,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,31.413105413105413,-10.188034188034187,0.49,-169.40732190962893
99,-48.0,1.0898,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,30.988603988603987,-9.763532763532764,0.48,-172.9297005245866
100,-47.0,1.0987,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,30.564102564102566,-9.339031339031338,0.47,-176.75130130958286
101,-46.0,1.1006,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,30.13960113960114,-8.914529914529915,0.46,-180.90556715771828
102,-45.0,1.1008,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,29.715099715099715,-8.49002849002849,0.45,-185.43013942773973
103,-44.0,1.1009,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,29.29059829059829,-8.065527065527066,0.44,-190.36727825437833
104,-43.0,1.1028,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,28.866096866096868,-7.641025641025641,0.43,-195.7642265227987
105,-42.0,1.1001,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,28.441595441595442,-7.216524216524217,0.42,-201.67343999914453
106,-41.0,1.1025,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,28.017094017094017,-6.7920227920227925,0.41,-208.15255695636188
107,-40.0,1.1029,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,27.59259259259259,-6.367521367521367,0.4,-215.263905285217
108,-37.0,1.1016,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,26.31908831908832,-5.094017094017094,0.37,-241.04874911769525
109,-34.0,1.1013,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,25.045584045584047,-3.8205128205128207,0.34,-274.60528897344136
110,-31.0,1.1036,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,23.77207977207977,-2.547008547008547,0.31,-314.8959420845778
111,-28.0,1.1046,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,22.498575498575498,-1.2735042735042734,0.28,-351.9867172182551
112,-25.0,1.1043,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,21.225071225071225,0.0,0.25,-361.4017051864687
113,-22.0,1.104,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,19.951566951566953,1.2735042735042734,0.22,-321.7184360377144
114,-19.0,1.1048,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,18.678062678062677,2.547008547008547,0.19,-244.48030627647907
115,-16.0,1.1017,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,17.404558404558404,3.8205128205128207,0.16,-160.4151141713323
116,-13.0,1.0998,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,16.13105413105413,5.094017094017094,0.13,-90.70062271901051
117,-10.0,1.0995,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,14.857549857549857,6.367521367521367,0.1,-42.4782666710126
118,-7.0,1.0972,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,13.584045584045585,7.641025641025641,0.07,-14.705316860290324
119,-4.0,1.0968,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,12.31054131054131,8.914529914529915,0.04,-2.610121645739308
120,-1.0,1.0988,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,11.037037037037036,10.188034188034187,0.01,0.15441778442664458
121,0.0,1.0965,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,10.612535612535613,10.612535612535613,0.0,0.19851967651097846
122,1.0,1.0968,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,10.188034188034187,11.037037037037036,0.01,0.15441778442664458
123,4.0,1.0984,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,8.914529914529915,12.31054131054131,0.04,-2.610121645739308
124,7.0,1.0998,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,7.641025641025641,13.358885017421603,0.07,-14.694970159936354
125,10.0,1.1036,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,6.367521367521367,11.132404181184668,0.1,-41.90348856819598
126,13.0,1.1032,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,5.094017094017094,8.905923344947736,0.13,-87.6865970991326
127,16.0,1.1063,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,3.8205128205128207,6.679442508710801,0.16,-149.17687982384953
128,19.0,1.1059,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,2.547008547008547,4.452961672473868,0.19,-206.73388823468966
129,22.0,1.1051,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,1.2735042735042734,2.226480836236934,0.22,-197.89467475286548
130,25.0,1.1059,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,0.0,0.0,0.25,-0.0
131,28.0,1.1025,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-2.226480836236934,-2.226480836236934,0.28,502.6212975499838
132,31.0,1.1021,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-4.452961672473868,-4.452961672473868,0.31,1043.4114348339058
133,34.0,1.1033,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-6.679442508710801,-6.679442508710801,0.34,1587.5999546998655
134,37.0,1.1025,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-8.905923344947736,-8.905923344947736,0.37,2175.542522738101
135,40.0,1.0976,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-11.132404181184668,-11.132404181184668,0.4,2835.868397706467
136,41.0,1.0864,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-11.874564459930314,-11.874564459930314,0.41,3075.3002158552795
137,42.0,1.0542,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-12.616724738675957,-12.616724738675957,0.42,3325.27408163673
138,43.0,0.98055,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-13.358885017421603,-13.358885017421603,0.43,3586.2438886625764
139,44.0,0.8627,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-14.101045296167248,-14.101045296167248,0.44,3858.6296987029573
140,45.0,0.74667,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-14.843205574912892,-14.843205574912892,0.45,4142.825319317699
141,46.0,0.6261,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-15.585365853658537,-15.585365853658537,0.46,4439.204027463923
142,47.0,0.49873,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-16.32752613240418,-16.32752613240418,0.47,4748.122919522532
143,48.0,0.37119,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-17.069686411149824,-17.069686411149824,0.48,5069.926240449011
144,49.0,0.25357,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-17.81184668989547,-17.81184668989547,0.49,5404.947950357463
145,50.0,0.13837,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-18.554006968641115,-18.554006968641115,0.5,5753.513717990716
146,51.0,0.06729,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-19.29616724738676,-19.29616724738676,0.51,6115.942480555334
147,52.0,0.042542,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-20.038327526132406,-20.038327526132406,0.52,6492.547673144436
148,53.0,0.035976,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-20.78048780487805,-20.78048780487805,0.53,6883.63820460229
149,54.0,0.033745,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-21.522648083623693,-21.522648083623693,0.54,7289.519237425993
150,55.0,0.032323,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-22.264808362369337,-22.264808362369337,0.55,7710.492815158825
151,56.0,0.031063,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-23.006968641114984,-23.006968641114984,0.56,8146.85837028532
152,57.0,0.029993,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-23.749128919860627,-23.749128919860627,0.57,8598.913137874582
153,58.0,0.028743,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-24.49128919860627,-24.49128919860627,0.58,9066.952494410149
154,59.0,0.027684,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-25.233449477351915,-25.233449477351915,0.59,9551.270236870714
155,60.0,0.026637,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-25.975609756097562,-25.975609756097562,0.6,10052.158813810809
156,63.0,0.02356,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-28.202090592334496,-28.202090592334496,0.63,11657.157634264484
157,66.0,0.020801,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-30.428571428571427,-30.428571428571427,0.66,13421.727504921651
158,69.0,0.018467,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-32.65505226480836,-32.65505226480836,0.69,15353.632115444927
159,72.0,0.016467,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-34.8815331010453,-34.8815331010453,0.72,17460.598807998686
160,75.0,0.014734,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-37.10801393728223,-37.10801393728223,0.75,19750.32987662482
161,78.0,0.013313,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-39.33449477351916,-39.33449477351916,0.78,22230.509931905402
162,81.0,0.012196,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-41.5609756097561,-41.5609756097561,0.81,24908.81083094489
163,84.0,0.011153,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-43.78745644599303,-43.78745644599303,0.84,27792.895056723097
164,87.0,0.010251,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-46.01393728222997,-46.01393728222997,0.87,30890.41808410092
165,90.0,0.0095773,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-48.2404181184669,-48.2404181184669,0.9,34209.030068127875
166,93.0,0.0090535,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-50.46689895470383,-50.46689895470383,0.93,37756.37706959803
167,95.0,0.0087542,0,50,0,100,0.05420850000000001,18.936731107205624,18.936731107205624,-51.951219512195124,-51.951219512195124,0.95,40252.12444681389
168,-145.0,0.014669,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,82.77777777777777,-40.32763532763533,1.45,-271.2133824583013
169,-143.0,0.015448,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,81.92877492877493,-39.47863247863248,1.43,-273.19033967522495
170,-140.0,0.016809,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,80.65527065527066,-38.205128205128204,1.4,-276.35831631847753
171,-137.0,0.018289,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,79.38176638176638,-36.93162393162393,1.37,-279.79467011120494
172,-134.0,0.019988,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,78.10826210826211,-35.65811965811966,1.34,-283.53196990714633
173,-131.0,0.021862,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,76.83475783475784,-34.38461538461539,1.31,-287.6080509014187
174,-128.0,0.024005,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,75.56125356125357,-33.111111111111114,1.28,-292.0670964274321
175,-125.0,0.026407,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,74.28774928774929,-31.837606837606838,1.25,-296.9609927386676
176,-122.0,0.029077,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,73.01424501424502,-30.564102564102566,1.22,-302.3510393462002
177,-119.0,0.031821,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,71.74074074074075,-29.29059829059829,1.19,-308.31012686946843
178,-116.0,0.034767,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,70.46723646723646,-28.017094017094017,1.16,-314.92553587630374
179,-113.0,0.037868,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,69.19373219373219,-26.743589743589745,1.13,-322.3025695770189
180,-110.0,0.044052,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,67.92022792022792,-25.47008547008547,1.1,-330.56931932350864
181,-109.0,0.054358,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,67.4957264957265,-25.045584045584047,1.09,-333.5488005711996
182,-108.0,0.083559,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,67.07122507122507,-24.62108262108262,1.08,-336.650967460181
183,-107.0,0.14831,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,66.64672364672364,-24.196581196581196,1.07,-339.8829884216751
184,-106.0,0.24025,0,100,0,100,0.05420850000000001,37.87346221441125,37.87346221441125,66.22222222222223,-23.77207977207977,1.06,-343.25257934559573
