,r,señal,FFF,Area,In,Z
691,25.0,0.76017,0,1600,0,100
692,28.0,0.75998,0,1600,0,100
693,31.0,0.7621399999999999,0,1600,0,100
694,34.0,0.76362,0,1600,0,100
695,37.0,0.76658,0,1600,0,100
696,40.0,0.76707,0,1600,0,100
697,43.0,0.76836,0,1600,0,100
698,46.0,0.76984,0,1600,0,100
699,49.0,0.7710100000000001,0,1600,0,100
700,52.0,0.772,0,1600,0,100
701,55.0,0.7723,0,1600,0,100
702,58.0,0.77279,0,1600,0,100
703,61.0,0.7732899999999999,0,1600,0,100
704,64.0,0.77359,0,1600,0,100
705,67.0,0.77446,0,1600,0,100
706,70.0,0.77496,0,1600,0,100
707,73.0,0.77477,0,1600,0,100
708,76.0,0.7762399999999999,0,1600,0,100
709,79.0,0.7762399999999999,0,1600,0,100
710,82.0,0.77674,0,1600,0,100
711,85.0,0.77674,0,1600,0,100
712,88.0,0.77685,0,1600,0,100
713,91.0,0.77772,0,1600,0,100
714,94.0,0.77841,0,1600,0,100
715,97.0,0.77822,0,1600,0,100
716,100.0,0.77969,0,1600,0,100
717,103.0,0.78008,0,1600,0,100
718,106.0,0.7801899999999999,0,1600,0,100
719,109.0,0.78008,0,1600,0,100
720,112.0,0.7803800000000001,0,1600,0,100
721,115.0,0.78068,0,1600,0,100
722,118.0,0.7806,0,1600,0,100
723,121.0,0.78156,0,1600,0,100
724,124.0,0.7819699999999999,0,1600,0,100
725,127.0,0.7819699999999999,0,1600,0,100
726,130.0,0.78284,0,1600,0,100
727,133.0,0.78295,0,1600,0,100
728,136.0,0.78452,0,1600,0,100
729,139.0,0.78432,0,1600,0,100
730,142.0,0.78492,0,1600,0,100
731,145.0,0.7858,0,1600,0,100
732,148.0,0.78561,0,1600,0,100
733,151.0,0.78492,0,1600,0,100
734,154.0,0.786,0,1600,0,100
735,157.0,0.78561,0,1600,0,100
736,160.0,0.78591,0,1600,0,100
737,163.0,0.7861,0,1600,0,100
738,166.0,0.78689,0,1600,0,100
739,169.0,0.78591,0,1600,0,100
740,172.0,0.7861,0,1600,0,100
741,175.0,0.78601,0,1600,0,100
742,178.0,0.7864899999999999,0,1600,0,100
743,181.0,0.78503,0,1600,0,100
744,184.0,0.786,0,1600,0,100
745,187.0,0.78432,0,1600,0,100
746,190.0,0.78128,0,1600,0,100
747,191.0,0.77465,0,1600,0,100
748,192.0,0.75536,0,1600,0,100
749,193.0,0.7089,0,1600,0,100
750,194.0,0.62857,0,1600,0,100
751,195.0,0.5462199999999999,0,1600,0,100
752,196.0,0.46106,0,1600,0,100
753,197.0,0.37185,0,1600,0,100
754,198.0,0.28365,0,1600,0,100
755,199.0,0.20355,0,1600,0,100
756,200.0,0.12542999999999999,0,1600,0,100
757,201.0,0.070101,0,1600,0,100
758,202.0,0.048386,0,1600,0,100
759,203.0,0.041973,0,1600,0,100
760,204.0,0.039753,0,1600,0,100
761,205.0,0.038443,0,1600,0,100
762,206.0,0.037251,0,1600,0,100
763,207.0,0.036341000000000005,0,1600,0,100
764,208.0,0.035454,0,1600,0,100
765,209.0,0.034723000000000004,0,1600,0,100
766,210.0,0.033974000000000004,0,1600,0,100
767,213.0,0.031823000000000004,0,1600,0,100
768,216.0,0.029608,0,1600,0,100
769,219.0,0.027212,0,1600,0,100
770,222.0,0.024821,0,1600,0,100
771,225.0,0.022518,0,1600,0,100
772,228.0,0.020191999999999998,0,1600,0,100
773,231.0,0.018203999999999998,0,1600,0,100
774,234.0,0.016316999999999998,0,1600,0,100
775,237.0,0.014591999999999999,0,1600,0,100
776,240.0,0.013165999999999999,0,1600,0,100
777,243.0,0.011887,0,1600,0,100
778,245.0,0.011138,0,1600,0,100
779,245.0,0.022112,1,1600,0,100
780,243.0,0.022719999999999997,1,1600,0,100
781,240.0,0.0236,1,1600,0,100
782,237.0,0.02461,1,1600,0,100
783,234.0,0.025756,1,1600,0,100
784,231.0,0.026918,1,1600,0,100
785,228.0,0.028244,1,1600,0,100
786,225.0,0.029851,1,1600,0,100
787,222.0,0.031642,1,1600,0,100
788,219.0,0.03356,1,1600,0,100
789,216.0,0.035426,1,1600,0,100
790,213.0,0.037493,1,1600,0,100
791,210.0,0.039697,1,1600,0,100
792,209.0,0.04075,1,1600,0,100
793,208.0,0.042004,1,1600,0,100
794,207.0,0.044125,1,1600,0,100
795,206.0,0.048103,1,1600,0,100
796,205.0,0.056612,1,1600,0,100
797,204.0,0.075516,1,1600,0,100
798,203.0,0.11305,1,1600,0,100
799,202.0,0.16335999999999998,1,1600,0,100
800,201.0,0.22004,1,1600,0,100
801,200.0,0.28342,1,1600,0,100
802,199.0,0.34473000000000004,1,1600,0,100
803,198.0,0.39953,1,1600,0,100
804,197.0,0.45177,1,1600,0,100
805,196.0,0.48913999999999996,1,1600,0,100
806,195.0,0.51031,1,1600,0,100
807,194.0,0.5212600000000001,1,1600,0,100
808,193.0,0.52769,1,1600,0,100
809,192.0,0.5312399999999999,1,1600,0,100
810,191.0,0.53361,1,1600,0,100
811,190.0,0.53584,1,1600,0,100
812,187.0,0.54133,1,1600,0,100
813,184.0,0.54802,1,1600,0,100
814,181.0,0.55365,1,1600,0,100
815,178.0,0.56004,1,1600,0,100
816,175.0,0.56577,1,1600,0,100
817,172.0,0.57165,1,1600,0,100
818,169.0,0.57731,1,1600,0,100
819,166.0,0.58368,1,1600,0,100
820,163.0,0.58986,1,1600,0,100
821,160.0,0.5959899999999999,1,1600,0,100
822,157.0,0.6016199999999999,1,1600,0,100
823,154.0,0.6079,1,1600,0,100
824,151.0,0.61474,1,1600,0,100
825,148.0,0.62092,1,1600,0,100
826,145.0,0.6279399999999999,1,1600,0,100
827,142.0,0.6343,1,1600,0,100
828,139.0,0.64098,1,1600,0,100
829,136.0,0.64649,1,1600,0,100
830,133.0,0.65393,1,1600,0,100
831,130.0,0.66076,1,1600,0,100
832,127.0,0.66788,1,1600,0,100
833,124.0,0.67398,1,1600,0,100
834,121.0,0.68132,1,1600,0,100
835,118.0,0.6891,1,1600,0,100
836,115.0,0.6964899999999999,1,1600,0,100
837,112.0,0.70273,1,1600,0,100
838,109.0,0.7108399999999999,1,1600,0,100
839,106.0,0.71842,1,1600,0,100
840,103.0,0.72604,1,1600,0,100
841,100.0,0.73293,1,1600,0,100
842,97.0,0.7410899999999999,1,1600,0,100
843,94.0,0.74779,1,1600,0,100
844,91.0,0.75549,1,1600,0,100
845,88.0,0.76407,1,1600,0,100
846,85.0,0.7719699999999999,1,1600,0,100
847,82.0,0.77949,1,1600,0,100
848,79.0,0.78859,1,1600,0,100
849,76.0,0.7954100000000001,1,1600,0,100
850,73.0,0.80481,1,1600,0,100
851,70.0,0.81183,1,1600,0,100
852,67.0,0.82065,1,1600,0,100
853,64.0,0.8278,1,1600,0,100
854,61.0,0.8375,1,1600,0,100
855,58.0,0.8456299999999999,1,1600,0,100
856,55.0,0.8540200000000001,1,1600,0,100
857,52.0,0.86131,1,1600,0,100
858,49.0,0.87,1,1600,0,100
859,46.0,0.8776299999999999,1,1600,0,100
860,43.0,0.88565,1,1600,0,100
861,40.0,0.89399,1,1600,0,100
862,37.0,0.9006799999999999,1,1600,0,100
863,34.0,0.90833,1,1600,0,100
864,31.0,0.9150200000000001,1,1600,0,100
865,28.0,0.9220299999999999,1,1600,0,100
866,25.0,0.9284,1,1600,0,100
867,22.0,0.93379,1,1600,0,100
868,19.0,0.9377,1,1600,0,100
869,16.0,0.94339,1,1600,0,100
870,13.0,0.9464899999999999,1,1600,0,100
871,10.0,0.95035,1,1600,0,100
872,7.0,0.95173,1,1600,0,100
873,4.0,0.9534799999999999,1,1600,0,100
874,1.0,0.95421,1,1600,0,100
875,0.0,0.9532,1,1600,0,100
876,1.0,0.9526,1,1600,0,100
877,4.0,0.95137,1,1600,0,100
878,7.0,0.95034,1,1600,0,100
879,10.0,0.9484600000000001,1,1600,0,100
880,13.0,0.94478,1,1600,0,100
881,16.0,0.9416399999999999,1,1600,0,100
882,19.0,0.93626,1,1600,0,100
883,22.0,0.93111,1,1600,0,100
884,25.0,0.9258799999999999,1,1600,0,100
885,28.0,0.91874,1,1600,0,100
886,31.0,0.91251,1,1600,0,100
887,34.0,0.9057299999999999,1,1600,0,100
888,37.0,0.8972,1,1600,0,100
889,40.0,0.88999,1,1600,0,100
890,43.0,0.88249,1,1600,0,100
891,46.0,0.8753299999999999,1,1600,0,100
892,49.0,0.8668100000000001,1,1600,0,100
893,52.0,0.8578899999999999,1,1600,0,100
894,55.0,0.8504200000000001,1,1600,0,100
895,58.0,0.8433700000000001,1,1600,0,100
896,61.0,0.8340299999999999,1,1600,0,100
897,64.0,0.82578,1,1600,0,100
898,67.0,0.81825,1,1600,0,100
899,70.0,0.8092600000000001,1,1600,0,100
900,73.0,0.80115,1,1600,0,100
901,76.0,0.79271,1,1600,0,100
902,79.0,0.78525,1,1600,0,100
903,82.0,0.77662,1,1600,0,100
904,85.0,0.76875,1,1600,0,100
905,88.0,0.76131,1,1600,0,100
906,91.0,0.7531899999999999,1,1600,0,100
907,94.0,0.74543,1,1600,0,100
908,97.0,0.73725,1,1600,0,100
909,100.0,0.72997,1,1600,0,100
910,103.0,0.72234,1,1600,0,100
911,106.0,0.71575,1,1600,0,100
912,109.0,0.70821,1,1600,0,100
913,112.0,0.70092,1,1600,0,100
914,115.0,0.69333,1,1600,0,100
915,118.0,0.68592,1,1600,0,100
916,121.0,0.67975,1,1600,0,100
917,124.0,0.67276,1,1600,0,100
918,127.0,0.66545,1,1600,0,100
919,130.0,0.65882,1,1600,0,100
920,133.0,0.6524,1,1600,0,100
921,136.0,0.6451100000000001,1,1600,0,100
922,139.0,0.63912,1,1600,0,100
923,142.0,0.63194,1,1600,0,100
924,145.0,0.62565,1,1600,0,100
925,148.0,0.61951,1,1600,0,100
926,151.0,0.61333,1,1600,0,100
927,154.0,0.60665,1,1600,0,100
928,157.0,0.60073,1,1600,0,100
929,160.0,0.5948899999999999,1,1600,0,100
930,163.0,0.5884199999999999,1,1600,0,100
931,166.0,0.5825100000000001,1,1600,0,100
932,169.0,0.57621,1,1600,0,100
933,172.0,0.57008,1,1600,0,100
934,175.0,0.56428,1,1600,0,100
935,178.0,0.55802,1,1600,0,100
936,181.0,0.55216,1,1600,0,100
937,184.0,0.54664,1,1600,0,100
938,187.0,0.5404100000000001,1,1600,0,100
939,190.0,0.53493,1,1600,0,100
940,191.0,0.53201,1,1600,0,100
941,192.0,0.52993,1,1600,0,100
942,193.0,0.52623,1,1600,0,100
943,194.0,0.52095,1,1600,0,100
944,195.0,0.51031,1,1600,0,100
945,196.0,0.48913999999999996,1,1600,0,100
946,197.0,0.45177,1,1600,0,100
947,198.0,0.39953,1,1600,0,100
948,199.0,0.34473000000000004,1,1600,0,100
949,200.0,0.28342,1,1600,0,100
950,201.0,0.22004,1,1600,0,100
951,202.0,0.16335999999999998,1,1600,0,100
952,203.0,0.11305,1,1600,0,100
953,204.0,0.075516,1,1600,0,100
954,205.0,0.056612,1,1600,0,100
955,206.0,0.048103,1,1600,0,100
956,207.0,0.044125,1,1600,0,100
957,208.0,0.042004,1,1600,0,100
958,209.0,0.04075,1,1600,0,100
959,210.0,0.039697,1,1600,0,100
960,213.0,0.037493,1,1600,0,100
961,216.0,0.035426,1,1600,0,100
962,219.0,0.03356,1,1600,0,100
963,222.0,0.031642,1,1600,0,100
964,225.0,0.029851,1,1600,0,100
965,228.0,0.028244,1,1600,0,100
966,231.0,0.026918,1,1600,0,100
967,234.0,0.025756,1,1600,0,100
968,237.0,0.02461,1,1600,0,100
969,240.0,0.0236,1,1600,0,100
970,243.0,0.022719999999999997,1,1600,0,100
971,245.0,0.022112,1,1600,0,100
972,70.0,0.02201,0,25,1,100
973,68.0,0.023103,0,25,1,100
974,65.0,0.024880000000000003,0,25,1,100
975,62.0,0.026931,0,25,1,100
976,59.0,0.029235,0,25,1,100
977,56.0,0.031967,0,25,1,100
978,53.0,0.034973000000000004,0,25,1,100
979,50.0,0.038525,0,25,1,100
980,47.0,0.042515,0,25,1,100
981,44.0,0.046752999999999996,0,25,1,100
982,41.0,0.051163,0,25,1,100
983,38.0,0.055403999999999995,0,25,1,100
984,35.0,0.060287,0,25,1,100
985,34.0,0.062107,0,25,1,100
986,33.0,0.064432,0,25,1,100
987,32.0,0.067715,0,25,1,100
988,31.0,0.075376,0,25,1,100
989,30.0,0.1013,0,25,1,100
990,29.0,0.18919,0,25,1,100
991,28.0,0.37755,0,25,1,100
992,27.0,0.6539699999999999,0,25,1,100
993,26.0,0.9671200000000001,0,25,1,100
994,25.0,1.2916,0,25,1,100
995,24.0,1.6153,0,25,1,100
996,23.0,1.9507,0,25,1,100
997,22.0,2.2724,0,25,1,100
998,21.0,2.5722,0,25,1,100
999,20.0,2.7817,0,25,1,100
1000,19.0,2.8843,0,25,1,100
1001,18.0,2.9138,0,25,1,100
1002,17.0,2.9268,0,25,1,100
1003,16.0,2.9268,0,25,1,100
1004,15.0,2.9248,0,25,1,100
1005,12.0,2.924,0,25,1,100
1006,9.0,2.9213,0,25,1,100
1007,6.0,2.9172,0,25,1,100
1008,3.0,2.9146,0,25,1,100
1009,0.0,2.9117,0,25,1,100
1010,3.0,2.9164,0,25,1,100
1011,6.0,2.9172,0,25,1,100
1012,9.0,2.9179,0,25,1,100
1013,12.0,2.9268,0,25,1,100
1014,15.0,2.9248,0,25,1,100
1015,16.0,2.9241,0,25,1,100
1016,17.0,2.922,0,25,1,100
1017,18.0,2.9199,0,25,1,100
1018,19.0,2.8804,0,25,1,100
1019,20.0,2.7784,0,25,1,100
1020,21.0,2.5622,0,25,1,100
1021,22.0,2.2752,0,25,1,100
1022,23.0,1.9535,0,25,1,100
1023,24.0,1.6309,0,25,1,100
1024,25.0,1.2951,0,25,1,100
1025,26.0,0.97016,0,25,1,100
1026,27.0,0.64736,0,25,1,100
1027,28.0,0.37182,0,25,1,100
1028,29.0,0.18604,0,25,1,100
1029,30.0,0.10226,0,25,1,100
1030,31.0,0.075838,0,25,1,100
1031,32.0,0.067625,0,25,1,100
1032,33.0,0.064295,0,25,1,100
1033,34.0,0.062423,0,25,1,100
1034,35.0,0.060507000000000005,0,25,1,100
1035,38.0,0.055577999999999995,0,25,1,100
1036,41.0,0.05140499999999999,0,25,1,100
1037,44.0,0.047059,0,25,1,100
1038,47.0,0.042818,0,25,1,100
1039,50.0,0.038961,0,25,1,100
1040,53.0,0.035269999999999996,0,25,1,100
1041,56.0,0.03217,0,25,1,100
1042,59.0,0.029549000000000002,0,25,1,100
1043,62.0,0.027242000000000002,0,25,1,100
1044,65.0,0.025034,0,25,1,100
1045,68.0,0.023393,0,25,1,100
1046,70.0,0.022313,0,25,1,100
1047,70.0,0.0080702,1,25,1,100
1048,68.0,0.0082799,1,25,1,100
1049,65.0,0.0088116,1,25,1,100
1050,62.0,0.009296899999999999,1,25,1,100
1051,59.0,0.0099241,1,25,1,100
1052,56.0,0.010814,1,25,1,100
1053,53.0,0.011902,1,25,1,100
1054,50.0,0.01324,1,25,1,100
1055,47.0,0.014793,1,25,1,100
1056,44.0,0.016531,1,25,1,100
1057,41.0,0.018244999999999997,1,25,1,100
1058,38.0,0.020209,1,25,1,100
1059,35.0,0.022777000000000002,1,25,1,100
1060,34.0,0.02394,1,25,1,100
1061,33.0,0.025174000000000002,1,25,1,100
1062,32.0,0.027875,1,25,1,100
1063,31.0,0.034166,1,25,1,100
1064,30.0,0.053395000000000005,1,25,1,100
1065,29.0,0.11422,1,25,1,100
1066,28.0,0.24806999999999998,1,25,1,100
1067,27.0,0.46203999999999995,1,25,1,100
1068,26.0,0.7116,1,25,1,100
1069,25.0,0.97901,1,25,1,100
1070,24.0,1.2481,1,25,1,100
1071,23.0,1.5302,1,25,1,100
1072,22.0,1.798,1,25,1,100
1073,21.0,2.0443,1,25,1,100
1074,20.0,2.2134,1,25,1,100
1075,19.0,2.3122,1,25,1,100
1076,18.0,2.348,1,25,1,100
1077,17.0,2.363,1,25,1,100
1078,16.0,2.3712,1,25,1,100
1079,15.0,2.3767,1,25,1,100
1080,12.0,2.3893,1,25,1,100
1081,9.0,2.4005,1,25,1,100
1082,6.0,2.4082,1,25,1,100
1083,3.0,2.4105,1,25,1,100
1084,0.0,2.4142,1,25,1,100
1085,3.0,2.4152,1,25,1,100
1086,6.0,2.4065,1,25,1,100
1087,9.0,2.4049,1,25,1,100
1088,12.0,2.3909,1,25,1,100
1089,15.0,2.3813,1,25,1,100
1090,16.0,2.3727,1,25,1,100
1091,17.0,2.3676,1,25,1,100
1092,18.0,2.3559,1,25,1,100
1093,19.0,2.3256,1,25,1,100
1094,20.0,2.2525,1,25,1,100
1095,21.0,2.1001,1,25,1,100
1096,22.0,1.8809,1,25,1,100
1097,23.0,1.6212,1,25,1,100
1098,24.0,1.3554,1,25,1,100
1099,25.0,1.0744,1,25,1,100
1100,26.0,0.79988,1,25,1,100
1101,27.0,0.53376,1,25,1,100
1102,28.0,0.30664,1,25,1,100
1103,29.0,0.14672000000000002,1,25,1,100
1104,30.0,0.069449,1,25,1,100
1105,31.0,0.039559,1,25,1,100
1106,32.0,0.029617,1,25,1,100
1107,33.0,0.025844,1,25,1,100
1108,34.0,0.024154,1,25,1,100
1109,35.0,0.022884,1,25,1,100
1110,38.0,0.020243999999999998,1,25,1,100
1111,41.0,0.018256,1,25,1,100
1112,44.0,0.016453,1,25,1,100
1113,47.0,0.014766999999999999,1,25,1,100
1114,50.0,0.013068999999999999,1,25,1,100
1115,53.0,0.011662,1,25,1,100
1116,56.0,0.010716,1,25,1,100
1117,59.0,0.0099125,1,25,1,100
1118,62.0,0.009186,1,25,1,100
1119,65.0,0.0086449,1,25,1,100
1120,68.0,0.008251,1,25,1,100
1121,70.0,0.0080279,1,25,1,100
1122,95.0,0.016274,0,100,1,100
1123,93.0,0.017006999999999998,0,100,1,100
1124,90.0,0.01821,0,100,1,100
1125,87.0,0.019733,0,100,1,100
1126,84.0,0.021163,0,100,1,100
1127,81.0,0.022932,0,100,1,100
1128,78.0,0.024856,0,100,1,100
1129,75.0,0.026858999999999997,0,100,1,100
1130,72.0,0.029118,0,100,1,100
1131,69.0,0.031458,0,100,1,100
1132,66.0,0.033874,0,100,1,100
1133,63.0,0.036316,0,100,1,100
1134,60.0,0.03911,0,100,1,100
1135,59.0,0.040157,0,100,1,100
1136,58.0,0.041193,0,100,1,100
1137,57.0,0.04288,0,100,1,100
1138,56.0,0.04615,0,100,1,100
1139,55.0,0.057277,0,100,1,100
1140,54.0,0.092179,0,100,1,100
1141,53.0,0.16702,0,100,1,100
1142,52.0,0.27392,0,100,1,100
1143,51.0,0.39602,0,100,1,100
1144,50.0,0.52018,0,100,1,100
1145,49.0,0.64904,0,100,1,100
1146,48.0,0.77644,0,100,1,100
1147,47.0,0.905,0,100,1,100
1148,46.0,1.018,0,100,1,100
1149,45.0,1.1013,0,100,1,100
1150,44.0,1.14,0,100,1,100
1151,43.0,1.1521,0,100,1,100
1152,42.0,1.1543,0,100,1,100
1153,41.0,1.1551,0,100,1,100
1154,40.0,1.1562,0,100,1,100
1155,37.0,1.1552,0,100,1,100
1156,34.0,1.1547,0,100,1,100
1157,31.0,1.1536,0,100,1,100
1158,28.0,1.1554,0,100,1,100
1159,25.0,1.1568,0,100,1,100
1160,22.0,1.157,0,100,1,100
1161,19.0,1.1565,0,100,1,100
1162,16.0,1.1561,0,100,1,100
1163,13.0,1.154,0,100,1,100
1164,10.0,1.1538,0,100,1,100
1165,7.0,1.1515,0,100,1,100
1166,4.0,1.1509,0,100,1,100
1167,1.0,1.1512,0,100,1,100
1168,0.0,1.1512,0,100,1,100
1169,1.0,1.1501,0,100,1,100
1170,4.0,1.1505,0,100,1,100
1171,7.0,1.1533,0,100,1,100
1172,10.0,1.1538,0,100,1,100
1173,13.0,1.154,0,100,1,100
1174,16.0,1.1556,0,100,1,100
1175,19.0,1.1566,0,100,1,100
1176,22.0,1.1566,0,100,1,100
1177,25.0,1.1553,0,100,1,100
1178,28.0,1.1532,0,100,1,100
1179,31.0,1.1535,0,100,1,100
1180,34.0,1.1526,0,100,1,100
1181,37.0,1.1537,0,100,1,100
1182,40.0,1.1538,0,100,1,100
1183,41.0,1.1544,0,100,1,100
1184,42.0,1.1538,0,100,1,100
1185,43.0,1.1515,0,100,1,100
1186,44.0,1.1391,0,100,1,100
1187,45.0,1.0961,0,100,1,100
1188,46.0,1.0146,0,100,1,100
1189,47.0,0.9012,0,100,1,100
1190,48.0,0.779,0,100,1,100
1191,49.0,0.65203,0,100,1,100
1192,50.0,0.52267,0,100,1,100
1193,51.0,0.39404,0,100,1,100
1194,52.0,0.27059,0,100,1,100
1195,53.0,0.16111,0,100,1,100
1196,54.0,0.08995800000000001,0,100,1,100
1197,55.0,0.057218,0,100,1,100
1198,56.0,0.046431,0,100,1,100
1199,57.0,0.042865,0,100,1,100
1200,58.0,0.041318,0,100,1,100
1201,59.0,0.040105,0,100,1,100
1202,60.0,0.039226,0,100,1,100
1203,63.0,0.036463999999999996,0,100,1,100
1204,66.0,0.033891000000000004,0,100,1,100
1205,69.0,0.031606,0,100,1,100
1206,72.0,0.029220999999999997,0,100,1,100
1207,75.0,0.027025999999999998,0,100,1,100
1208,78.0,0.024895,0,100,1,100
1209,81.0,0.023019,0,100,1,100
1210,84.0,0.021287,0,100,1,100
1211,87.0,0.01976,0,100,1,100
1212,90.0,0.018372,0,100,1,100
1213,93.0,0.017155,0,100,1,100
1214,95.0,0.01637,0,100,1,100
1215,95.0,0.0053003,1,100,1,100
1216,93.0,0.0054908000000000005,1,100,1,100
1217,90.0,0.0057603,1,100,1,100
1218,87.0,0.0060872,1,100,1,100
1219,84.0,0.006486199999999999,1,100,1,100
1220,81.0,0.0070141000000000005,1,100,1,100
1221,78.0,0.0076135000000000005,1,100,1,100
1222,75.0,0.008359700000000001,1,100,1,100
1223,72.0,0.0091774,1,100,1,100
1224,69.0,0.010043999999999999,1,100,1,100
1225,66.0,0.010928,1,100,1,100
1226,63.0,0.011963,1,100,1,100
1227,60.0,0.013307,1,100,1,100
1228,59.0,0.013845,1,100,1,100
1229,58.0,0.014459999999999999,1,100,1,100
1230,57.0,0.015623,1,100,1,100
1231,56.0,0.018164,1,100,1,100
1232,55.0,0.02611,1,100,1,100
1233,54.0,0.049927,1,100,1,100
1234,53.0,0.10480999999999999,1,100,1,100
1235,52.0,0.18732000000000001,1,100,1,100
1236,51.0,0.28726999999999997,1,100,1,100
1237,50.0,0.38845999999999997,1,100,1,100
1238,49.0,0.4978,1,100,1,100
1239,48.0,0.60337,1,100,1,100
1240,47.0,0.70849,1,100,1,100
1241,46.0,0.80447,1,100,1,100
1242,45.0,0.8761200000000001,1,100,1,100
1243,44.0,0.91458,1,100,1,100
1244,43.0,0.9299799999999999,1,100,1,100
1245,42.0,0.9368799999999999,1,100,1,100
1246,41.0,0.94215,1,100,1,100
1247,40.0,0.94701,1,100,1,100
1248,37.0,0.9548,1,100,1,100
1249,34.0,0.96496,1,100,1,100
1250,31.0,0.9741200000000001,1,100,1,100
1251,28.0,0.9827299999999999,1,100,1,100
1252,25.0,0.9897600000000001,1,100,1,100
1253,22.0,0.9983,1,100,1,100
1254,19.0,1.0034,1,100,1,100
1255,16.0,1.0095,1,100,1,100
1256,13.0,1.0136,1,100,1,100
1257,10.0,1.0171,1,100,1,100
1258,7.0,1.0193,1,100,1,100
1259,4.0,1.0219,1,100,1,100
1260,1.0,1.0232,1,100,1,100
1261,0.0,1.0214,1,100,1,100
1262,1.0,1.0214,1,100,1,100
1263,4.0,1.021,1,100,1,100
1264,7.0,1.0197,1,100,1,100
1265,10.0,1.0159,1,100,1,100
1266,13.0,1.0107,1,100,1,100
1267,16.0,1.0063,1,100,1,100
1268,19.0,0.99976,1,100,1,100
1269,22.0,0.9948899999999999,1,100,1,100
1270,25.0,0.98682,1,100,1,100
1271,28.0,0.98001,1,100,1,100
1272,31.0,0.97098,1,100,1,100
1273,34.0,0.96231,1,100,1,100
1274,37.0,0.95185,1,100,1,100
1275,40.0,0.9435600000000001,1,100,1,100
1276,41.0,0.9389700000000001,1,100,1,100
1277,42.0,0.9338799999999999,1,100,1,100
1278,43.0,0.92866,1,100,1,100
1279,44.0,0.91569,1,100,1,100
1280,45.0,0.8831399999999999,1,100,1,100
1281,46.0,0.82129,1,100,1,100
1282,47.0,0.72909,1,100,1,100
1283,48.0,0.63066,1,100,1,100
1284,49.0,0.5232899999999999,1,100,1,100
1285,50.0,0.4165,1,100,1,100
1286,51.0,0.30856,1,100,1,100
1287,52.0,0.20761999999999997,1,100,1,100
1288,53.0,0.11832999999999999,1,100,1,100
1289,54.0,0.059490999999999995,1,100,1,100
1290,55.0,0.030698000000000003,1,100,1,100
1291,56.0,0.019971,1,100,1,100
1292,57.0,0.016115,1,100,1,100
1293,58.0,0.014653999999999999,1,100,1,100
1294,59.0,0.013881999999999999,1,100,1,100
1295,60.0,0.013278,1,100,1,100
1296,63.0,0.011925,1,100,1,100
1297,66.0,0.010927,1,100,1,100
1298,69.0,0.0099708,1,100,1,100
1299,72.0,0.009144,1,100,1,100
1300,75.0,0.008300799999999999,1,100,1,100
1301,78.0,0.007561,1,100,1,100
1302,81.0,0.0069569,1,100,1,100
1303,84.0,0.0064249,1,100,1,100
1304,87.0,0.0060015,1,100,1,100
1305,90.0,0.0057365,1,100,1,100
1306,93.0,0.005416,1,100,1,100
1307,95.0,0.0052619,1,100,1,100
1308,145.0,0.02313,0,400,1,100
1309,143.0,0.024015,0,400,1,100
1310,140.0,0.025285,0,400,1,100
1311,137.0,0.026855,0,400,1,100
1312,134.0,0.028394,0,400,1,100
1313,131.0,0.030128,0,400,1,100
1314,128.0,0.031917,0,400,1,100
1315,125.0,0.033935,0,400,1,100
1316,122.0,0.035855,0,400,1,100
1317,119.0,0.037837,0,400,1,100
1318,116.0,0.039833999999999994,0,400,1,100
1319,113.0,0.042013999999999996,0,400,1,100
1320,110.0,0.044412,0,400,1,100
1321,109.0,0.045223,0,400,1,100
1322,108.0,0.046294,0,400,1,100
1323,107.0,0.047741000000000006,0,400,1,100
1324,106.0,0.051461,0,400,1,100
1325,105.0,0.06325399999999999,0,400,1,100
1326,104.0,0.09697599999999999,0,400,1,100
1327,103.0,0.16287000000000001,0,400,1,100
1328,102.0,0.25028,0,400,1,100
1329,101.0,0.34865,0,400,1,100
1330,100.0,0.45006,0,400,1,100
1331,99.0,0.5562699999999999,0,400,1,100
1332,98.0,0.65976,0,400,1,100
1333,97.0,0.76171,0,400,1,100
1334,96.0,0.84915,0,400,1,100
1335,95.0,0.90822,0,400,1,100
1336,94.0,0.9341299999999999,0,400,1,100
1337,93.0,0.94242,0,400,1,100
1338,92.0,0.9449299999999999,0,400,1,100
1339,91.0,0.9469799999999999,0,400,1,100
1340,90.0,0.94778,0,400,1,100
1341,87.0,0.9490700000000001,0,400,1,100
1342,84.0,0.95011,0,400,1,100
1343,81.0,0.95134,0,400,1,100
1344,78.0,0.95278,0,400,1,100
1345,75.0,0.9528,0,400,1,100
1346,72.0,0.9538399999999999,0,400,1,100
1347,69.0,0.9534299999999999,0,400,1,100
1348,66.0,0.95404,0,400,1,100
1349,63.0,0.9538399999999999,0,400,1,100
1350,60.0,0.9532299999999999,0,400,1,100
1351,57.0,0.9538200000000001,0,400,1,100
1352,54.0,0.95337,0,400,1,100
1353,51.0,0.95134,0,400,1,100
1354,48.0,0.95134,0,400,1,100
1355,45.0,0.9494799999999999,0,400,1,100
1356,42.0,0.9464100000000001,0,400,1,100
1357,39.0,0.9451,0,400,1,100
1358,36.0,0.9436899999999999,0,400,1,100
1359,33.0,0.94142,0,400,1,100
1360,30.0,0.93979,0,400,1,100
1361,27.0,0.9399799999999999,0,400,1,100
