,r,señal,FFF,Area,In,Z
2919,25.5,0.2276,0,25,1,85
2920,24.65,0.4499,0,25,1,85
2921,23.8,0.77322,0,25,1,85
2922,22.95,1.152,0,25,1,85
2923,22.1,1.5164,0,25,1,85
2924,21.25,1.9018,0,25,1,85
2925,20.4,2.307,0,25,1,85
2926,19.55,2.6981,0,25,1,85
2927,18.7,3.0867,0,25,1,85
2928,17.85,3.4621,0,25,1,85
2929,17.0,3.7857,0,25,1,85
2930,16.15,3.9577,0,25,1,85
2931,15.3,4.0259,0,25,1,85
2932,14.45,4.041,0,25,1,85
2933,13.6,4.0464,0,25,1,85
2934,12.75,4.0464,0,25,1,85
2935,10.2,4.0464,0,25,1,85
2936,7.65,4.0382,0,25,1,85
2937,5.1,4.0396,0,25,1,85
2938,2.55,4.0383,0,25,1,85
2939,0.0,4.0328,0,25,1,85
2940,2.55,4.0396,0,25,1,85
2941,5.1,4.0423,0,25,1,85
2942,7.65,4.0465,0,25,1,85
2943,10.2,4.0492,0,25,1,85
2944,12.75,4.0533,0,25,1,85
2945,13.6,4.0506,0,25,1,85
2946,14.45,4.0382,0,25,1,85
2947,15.3,4.0096,0,25,1,85
2948,16.15,3.8907,0,25,1,85
2949,17.0,3.635,0,25,1,85
2950,17.85,3.2946,0,25,1,85
2951,18.7,2.9255,0,25,1,85
2952,19.55,2.5568,0,25,1,85
2953,20.4,2.1667,0,25,1,85
2954,21.25,1.758,0,25,1,85
2955,22.1,1.3817,0,25,1,85
2956,22.95,0.98345,0,25,1,85
2957,23.8,0.60697,0,25,1,85
2958,24.65,0.32261999999999996,0,25,1,85
2959,25.5,0.17088,0,25,1,85
2960,26.35,0.11735,0,25,1,85
2961,27.2,0.10103,0,25,1,85
2962,28.05,0.094399,0,25,1,85
2963,28.9,0.09097100000000001,0,25,1,85
2964,29.75,0.087962,0,25,1,85
2965,32.3,0.080219,0,25,1,85
2966,34.85,0.073001,0,25,1,85
2967,37.4,0.066393,0,25,1,85
2968,39.95,0.059780999999999994,0,25,1,85
2969,42.5,0.053762,0,25,1,85
2970,45.05,0.048734,0,25,1,85
2971,47.6,0.044049,0,25,1,85
2972,50.15,0.040327999999999996,0,25,1,85
2973,52.7,0.037098,0,25,1,85
2974,55.25,0.034063,0,25,1,85
2975,57.8,0.031622000000000004,0,25,1,85
2976,59.5,0.030116000000000004,0,25,1,85
2977,59.5,0.011442,1,25,1,85
2978,57.8,0.011682,1,25,1,85
2979,55.25,0.012223999999999999,1,25,1,85
2980,52.7,0.013038,1,25,1,85
2981,50.15,0.013761,1,25,1,85
2982,47.6,0.014844999999999999,1,25,1,85
2983,45.05,0.016238,1,25,1,85
2984,42.5,0.01797,1,25,1,85
2985,39.95,0.020175,1,25,1,85
2986,37.4,0.022741,1,25,1,85
2987,34.85,0.025480000000000003,1,25,1,85
2988,32.3,0.028488,1,25,1,85
2989,29.75,0.032344,1,25,1,85
2990,28.9,0.034282,1,25,1,85
2991,28.05,0.037239,1,25,1,85
2992,27.2,0.044237,1,25,1,85
2993,26.35,0.065,1,25,1,85
2994,25.5,0.12825999999999999,1,25,1,85
2995,24.65,0.28575,1,25,1,85
2996,23.8,0.54084,1,25,1,85
2997,22.95,0.8446,1,25,1,85
2998,22.1,1.1432,1,25,1,85
2999,21.25,1.4614,1,25,1,85
3000,20.4,1.7955,1,25,1,85
3001,19.55,2.1187,1,25,1,85
3002,18.7,2.4419,1,25,1,85
3003,17.85,2.75,1,25,1,85
3004,17.0,3.0262,1,25,1,85
3005,16.15,3.1793,1,25,1,85
3006,15.3,3.245,1,25,1,85
3007,14.45,3.2699,1,25,1,85
3008,13.6,3.2835,1,25,1,85
3009,12.75,3.2909,1,25,1,85
3010,10.2,3.3076,1,25,1,85
3011,7.65,3.3182,1,25,1,85
3012,5.1,3.3302,1,25,1,85
3013,2.55,3.3357,1,25,1,85
3014,0.0,3.331,1,25,1,85
3015,2.55,3.3306,1,25,1,85
3016,5.1,3.3271,1,25,1,85
3017,7.65,3.3178,1,25,1,85
3018,10.2,3.301,1,25,1,85
3019,12.75,3.2831,1,25,1,85
3020,13.6,3.2782,1,25,1,85
3021,14.45,3.2634,1,25,1,85
3022,15.3,3.2337,1,25,1,85
3023,16.15,3.1517,1,25,1,85
3024,17.0,2.975,1,25,1,85
3025,17.85,2.7051,1,25,1,85
3026,18.7,2.3951,1,25,1,85
3027,19.55,2.0898,1,25,1,85
3028,20.4,1.7743,1,25,1,85
3029,21.25,1.4378,1,25,1,85
3030,22.1,1.1237,1,25,1,85
3031,22.95,0.80175,1,25,1,85
3032,23.8,0.4955,1,25,1,85
3033,24.65,0.25336,1,25,1,85
3034,25.5,0.11444000000000001,1,25,1,85
3035,26.35,0.06189600000000001,1,25,1,85
3036,27.2,0.042667000000000004,1,25,1,85
3037,28.05,0.0,1,25,1,85
3038,28.9,0.0,1,25,1,85
3039,29.75,0.0,1,25,1,85
3040,32.3,0.0,1,25,1,85
3041,34.85,0.0,1,25,1,85
3042,37.4,0.0,1,25,1,85
3043,39.95,0.0,1,25,1,85
3044,42.5,0.0,1,25,1,85
3045,80.75,0.022065,0,100,1,85
3046,79.05,0.023157,0,100,1,85
3047,76.5,0.024928,0,100,1,85
3048,73.95,0.026862,0,100,1,85
3049,71.4,0.029117,0,100,1,85
3050,68.85,0.031617,0,100,1,85
3051,66.3,0.034395999999999996,0,100,1,85
3052,63.75,0.037523,0,100,1,85
3053,61.2,0.041004,0,100,1,85
3054,58.65,0.044537,0,100,1,85
3055,56.1,0.048313999999999996,0,100,1,85
3056,53.55,0.05218300000000001,0,100,1,85
3057,51.0,0.056538,0,100,1,85
3058,50.15,0.05815,0,100,1,85
3059,49.3,0.060371,0,100,1,85
3060,48.45,0.064575,0,100,1,85
3061,47.6,0.07621499999999999,0,100,1,85
3062,46.75,0.11534000000000001,0,100,1,85
3063,45.9,0.20172,0,100,1,85
3064,45.05,0.33494,0,100,1,85
3065,44.2,0.48081999999999997,0,100,1,85
3066,43.35,0.62552,0,100,1,85
3067,42.5,0.7747,0,100,1,85
3068,41.65,0.92891,0,100,1,85
3069,40.8,1.0811,0,100,1,85
3070,39.95,1.2276,0,100,1,85
3071,39.1,1.3769,0,100,1,85
3072,38.25,1.4988,0,100,1,85
3073,37.4,1.5678,0,100,1,85
3074,36.55,1.5918,0,100,1,85
3075,35.7,1.599,0,100,1,85
3076,34.85,1.6006,0,100,1,85
3077,34.0,1.6005,0,100,1,85
3078,31.45,1.6004,0,100,1,85
3079,28.9,1.6001,0,100,1,85
3080,26.35,1.5998,0,100,1,85
3081,23.8,1.6022,0,100,1,85
3082,21.25,1.6032,0,100,1,85
3083,18.7,1.6052,0,100,1,85
3084,16.15,1.6043,0,100,1,85
3085,13.6,1.6032,0,100,1,85
3086,11.05,1.6016,0,100,1,85
3087,8.5,1.6004,0,100,1,85
3088,5.95,1.5998,0,100,1,85
3089,3.4,1.5963,0,100,1,85
3090,0.85,1.5966,0,100,1,85
3091,0.0,1.5963,0,100,1,85
3092,0.85,1.5958,0,100,1,85
3093,3.4,1.5969,0,100,1,85
3094,5.95,1.598,0,100,1,85
3095,8.5,1.6015,0,100,1,85
3096,11.05,1.6017,0,100,1,85
3097,13.6,1.6052,0,100,1,85
3098,16.15,1.6056,0,100,1,85
3099,18.7,1.6027,0,100,1,85
3100,21.25,1.603,0,100,1,85
3101,23.8,1.6015,0,100,1,85
3102,26.35,1.6016,0,100,1,85
3103,28.9,1.6005,0,100,1,85
3104,31.45,1.6017,0,100,1,85
3105,34.0,1.6015,0,100,1,85
3106,34.85,1.6014,0,100,1,85
3107,35.7,1.5988,0,100,1,85
3108,36.55,1.5853,0,100,1,85
3109,37.4,1.5414,0,100,1,85
3110,38.25,1.4478,0,100,1,85
3111,39.1,1.3091,0,100,1,85
3112,39.95,1.166,0,100,1,85
3113,40.8,1.0183,0,100,1,85
3114,41.65,0.86634,0,100,1,85
3115,42.5,0.7148100000000001,0,100,1,85
3116,43.35,0.56157,0,100,1,85
3117,44.2,0.41334,0,100,1,85
3118,45.05,0.26454,0,100,1,85
3119,45.9,0.15182,0,100,1,85
3120,46.75,0.091337,0,100,1,85
3121,47.6,0.06933500000000001,0,100,1,85
3122,48.45,0.062444000000000006,0,100,1,85
3123,49.3,0.059341,0,100,1,85
3124,50.15,0.057599000000000004,0,100,1,85
3125,51.0,0.05599199999999999,0,100,1,85
3126,53.55,0.051830999999999995,0,100,1,85
3127,56.1,0.048038,0,100,1,85
3128,58.65,0.044170999999999995,0,100,1,85
3129,61.2,0.040712,0,100,1,85
3130,63.75,0.037363,0,100,1,85
3131,66.3,0.034248,0,100,1,85
3132,68.85,0.031562,0,100,1,85
3133,71.4,0.029095,0,100,1,85
3134,73.95,0.026851999999999997,0,100,1,85
3135,76.5,0.024843,0,100,1,85
3136,79.05,0.023122999999999998,0,100,1,85
3137,80.75,0.022025,0,100,1,85
3138,80.75,0.007447100000000001,1,100,1,85
3139,79.05,0.0076399,1,100,1,85
3140,76.5,0.007980500000000001,1,100,1,85
3141,73.95,0.008461,1,100,1,85
3142,71.4,0.0089647,1,100,1,85
3143,68.85,0.009653799999999999,1,100,1,85
3144,66.3,0.010490000000000001,1,100,1,85
3145,63.75,0.011463,1,100,1,85
3146,61.2,0.012622,1,100,1,85
3147,58.65,0.013899000000000002,1,100,1,85
3148,56.1,0.015290999999999999,1,100,1,85
3149,53.55,0.016748,1,100,1,85
3150,51.0,0.018741999999999998,1,100,1,85
3151,50.15,0.019597,1,100,1,85
3152,49.3,0.021119,1,100,1,85
3153,48.45,0.02431,1,100,1,85
3154,47.6,0.03291,1,100,1,85
3155,46.75,0.059557000000000006,1,100,1,85
3156,45.9,0.12095,1,100,1,85
3157,45.05,0.22344,1,100,1,85
3158,44.2,0.34064,1,100,1,85
3159,43.35,0.46038999999999997,1,100,1,85
3160,42.5,0.58712,1,100,1,85
3161,41.65,0.71714,1,100,1,85
3162,40.8,0.84672,1,100,1,85
3163,39.95,0.9669399999999999,1,100,1,85
3164,39.1,1.0919,1,100,1,85
3165,38.25,1.1931,1,100,1,85
3166,37.4,1.256,1,100,1,85
3167,36.55,1.2836,1,100,1,85
3168,35.7,1.2964,1,100,1,85
3169,34.85,1.3033,1,100,1,85
3170,34.0,1.3077,1,100,1,85
3171,31.45,1.3216,1,100,1,85
3172,28.9,1.3341,1,100,1,85
3173,26.35,1.3468,1,100,1,85
3174,23.8,1.3571,1,100,1,85
3175,21.25,1.3685,1,100,1,85
3176,18.7,1.3772,1,100,1,85
3177,16.15,1.3851,1,100,1,85
3178,13.6,1.3923,1,100,1,85
3179,11.05,1.3992,1,100,1,85
3180,8.5,1.4047,1,100,1,85
3181,5.95,1.4063,1,100,1,85
3182,3.4,1.4102,1,100,1,85
3183,0.85,1.4101,1,100,1,85
3184,0.0,1.4084,1,100,1,85
3185,0.85,1.4093,1,100,1,85
3186,3.4,1.4066,1,100,1,85
3187,5.95,1.4054,1,100,1,85
3188,8.5,1.4007,1,100,1,85
3189,11.05,1.3956,1,100,1,85
3190,13.6,1.3861,1,100,1,85
3191,16.15,1.3812,1,100,1,85
3192,18.7,1.3728,1,100,1,85
3193,21.25,1.3615,1,100,1,85
3194,23.8,1.3512,1,100,1,85
3195,26.35,1.3389,1,100,1,85
3196,28.9,1.3254,1,100,1,85
3197,31.45,1.3149,1,100,1,85
3198,34.0,1.3013,1,100,1,85
3199,34.85,1.2946,1,100,1,85
3200,35.7,1.2877,1,100,1,85
3201,36.55,1.2732,1,100,1,85
3202,37.4,1.2381,1,100,1,85
3203,38.25,1.1655,1,100,1,85
3204,39.1,1.0551,1,100,1,85
3205,39.95,0.9375899999999999,1,100,1,85
3206,40.8,0.81396,1,100,1,85
3207,41.65,0.68686,1,100,1,85
3208,42.5,0.55877,1,100,1,85
3209,43.35,0.43115,1,100,1,85
3210,44.2,0.31046,1,100,1,85
3211,45.05,0.1911,1,100,1,85
3212,45.9,0.10063,1,100,1,85
3213,46.75,0.05057,1,100,1,85
3214,47.6,0.030313,1,100,1,85
3215,48.45,0.023302,1,100,1,85
3216,49.3,0.020541999999999998,1,100,1,85
3217,50.15,0.019353,1,100,1,85
3218,51.0,0.018443,1,100,1,85
3219,53.55,0.016618,1,100,1,85
3220,56.1,0.015081,1,100,1,85
3221,58.65,0.013686000000000002,1,100,1,85
3222,61.2,0.012436,1,100,1,85
3223,63.75,0.011279,1,100,1,85
3224,66.3,0.01028,1,100,1,85
3225,68.85,0.0094891,1,100,1,85
3226,71.4,0.0089094,1,100,1,85
3227,73.95,0.0083637,1,100,1,85
3228,76.5,0.007967,1,100,1,85
3229,79.05,0.0076343,1,100,1,85
3230,80.75,0.007393,1,100,1,85
3231,123.25,0.031333,0,400,1,85
3232,121.55,0.03252,0,400,1,85
3233,119.0,0.034526999999999995,0,400,1,85
3234,116.45,0.036687,0,400,1,85
3235,113.9,0.039014,0,400,1,85
3236,111.35,0.041499,0,400,1,85
3237,108.8,0.044191,0,400,1,85
3238,106.25,0.047052,0,400,1,85
3239,103.7,0.050135,0,400,1,85
3240,101.15,0.053176,0,400,1,85
3241,98.6,0.056386,0,400,1,85
3242,96.05,0.059549,0,400,1,85
3243,93.5,0.063273,0,400,1,85
3244,92.65,0.064749,0,400,1,85
3245,91.8,0.066763,0,400,1,85
3246,90.95,0.07092899999999999,0,400,1,85
3247,90.1,0.083592,0,400,1,85
3248,89.25,0.12144,0,400,1,85
3249,88.4,0.20065999999999998,0,400,1,85
3250,87.55,0.30798000000000003,0,400,1,85
3251,86.7,0.42639,0,400,1,85
3252,85.85,0.54188,0,400,1,85
3253,85.0,0.66543,0,400,1,85
3254,84.15,0.78966,0,400,1,85
3255,83.3,0.91048,0,400,1,85
3256,82.45,1.0325,0,400,1,85
3257,81.6,1.1485,0,400,1,85
3258,80.75,1.2399,0,400,1,85
3259,79.9,1.2863,0,400,1,85
3260,79.05,1.3036,0,400,1,85
3261,78.2,1.3081,0,400,1,85
3262,77.35,1.3105,0,400,1,85
3263,76.5,1.3117,0,400,1,85
3264,73.95,1.3142,0,400,1,85
3265,71.4,1.3151,0,400,1,85
3266,68.85,1.3184,0,400,1,85
3267,66.3,1.3191,0,400,1,85
3268,63.75,1.3205,0,400,1,85
3269,61.2,1.3209,0,400,1,85
3270,58.65,1.3212,0,400,1,85
3271,56.1,1.3204,0,400,1,85
3272,53.55,1.3211,0,400,1,85
3273,51.0,1.3207,0,400,1,85
3274,48.45,1.3202,0,400,1,85
3275,45.9,1.3202,0,400,1,85
3276,43.35,1.3182,0,400,1,85
3277,40.8,1.3173,0,400,1,85
3278,38.25,1.3142,0,400,1,85
3279,35.7,1.3133,0,400,1,85
3280,33.15,1.3074,0,400,1,85
3281,30.6,1.3067,0,400,1,85
3282,28.05,1.3041,0,400,1,85
3283,25.5,1.3034,0,400,1,85
3284,22.95,1.3032,0,400,1,85
3285,20.4,1.3023,0,400,1,85
3286,17.85,1.3019,0,400,1,85
3287,15.3,1.3011,0,400,1,85
3288,12.75,1.2994,0,400,1,85
3289,10.2,1.2971,0,400,1,85
3290,7.65,1.2945,0,400,1,85
3291,5.1,1.293,0,400,1,85
3292,2.55,1.2932,0,400,1,85
3293,0.0,1.2923,0,400,1,85
3294,2.55,1.2924,0,400,1,85
3295,5.1,1.2943,0,400,1,85
3296,7.65,1.2949,0,400,1,85
3297,10.2,1.2961,0,400,1,85
3298,12.75,1.2997,0,400,1,85
3299,15.3,1.2999,0,400,1,85
3300,17.85,1.3026,0,400,1,85
3301,20.4,1.3022,0,400,1,85
3302,22.95,1.303,0,400,1,85
3303,25.5,1.304,0,400,1,85
3304,28.05,1.3052,0,400,1,85
3305,30.6,1.307,0,400,1,85
3306,33.15,1.3103,0,400,1,85
3307,35.7,1.3139,0,400,1,85
3308,38.25,1.3164,0,400,1,85
3309,40.8,1.3176,0,400,1,85
3310,43.35,1.3186,0,400,1,85
3311,45.9,1.3202,0,400,1,85
3312,48.45,1.3222,0,400,1,85
3313,51.0,1.3208,0,400,1,85
3314,53.55,1.3223,0,400,1,85
3315,56.1,1.3222,0,400,1,85
3316,58.65,1.3216,0,400,1,85
3317,61.2,1.3211,0,400,1,85
3318,63.75,1.3212,0,400,1,85
3319,66.3,1.3206,0,400,1,85
3320,68.85,1.3183,0,400,1,85
3321,71.4,1.3166,0,400,1,85
3322,73.95,1.3138,0,400,1,85
3323,76.5,1.3111,0,400,1,85
3324,77.35,1.31,0,400,1,85
3325,78.2,1.3066,0,400,1,85
3326,79.05,1.2949,0,400,1,85
3327,79.9,1.2593,0,400,1,85
3328,80.75,1.1829,0,400,1,85
3329,81.6,1.073,0,400,1,85
3330,82.45,0.95988,0,400,1,85
3331,83.3,0.8426100000000001,0,400,1,85
3332,84.15,0.7228,0,400,1,85
3333,85.0,0.59611,0,400,1,85
3334,85.85,0.47611000000000003,0,400,1,85
3335,86.7,0.35514,0,400,1,85
3336,87.55,0.23518000000000003,0,400,1,85
3337,88.4,0.14398,0,400,1,85
3338,89.25,0.093113,0,400,1,85
3339,90.1,0.07488099999999999,0,400,1,85
3340,90.95,0.06852899999999999,0,400,1,85
3341,91.8,0.065867,0,400,1,85
3342,92.65,0.064199,0,400,1,85
3343,93.5,0.062903,0,400,1,85
3344,96.05,0.059354,0,400,1,85
3345,98.6,0.055997000000000005,0,400,1,85
3346,101.15,0.052927999999999996,0,400,1,85
3347,103.7,0.049866,0,400,1,85
3348,106.25,0.046863999999999996,0,400,1,85
3349,108.8,0.043975,0,400,1,85
3350,111.35,0.041275,0,400,1,85
3351,113.9,0.038767,0,400,1,85
3352,116.45,0.036473,0,400,1,85
3353,119.0,0.034395999999999996,0,400,1,85
3354,121.55,0.032485,0,400,1,85
3355,123.25,0.031244,0,400,1,85
3356,123.25,0.011178,1,400,1,85
3357,121.55,0.011462,1,400,1,85
3358,119.0,0.011953,1,400,1,85
3359,116.45,0.012473,1,400,1,85
3360,113.9,0.013106,1,400,1,85
3361,111.35,0.013913,1,400,1,85
3362,108.8,0.014804,1,400,1,85
3363,106.25,0.015847999999999998,1,400,1,85
3364,103.7,0.016973,1,400,1,85
3365,101.15,0.018135,1,400,1,85
3366,98.6,0.01936,1,400,1,85
3367,96.05,0.020765000000000002,1,400,1,85
3368,93.5,0.02249,1,400,1,85
3369,92.65,0.023359,1,400,1,85
3370,91.8,0.024714,1,400,1,85
3371,90.95,0.027813,1,400,1,85
3372,90.1,0.036458,1,400,1,85
3373,89.25,0.061051,1,400,1,85
3374,88.4,0.11432,1,400,1,85
3375,87.55,0.19054000000000001,1,400,1,85
3376,86.7,0.27843,1,400,1,85
3377,85.85,0.36521,1,400,1,85
3378,85.0,0.45948999999999995,1,400,1,85
3379,84.15,0.55689,1,400,1,85
3380,83.3,0.65063,1,400,1,85
3381,82.45,0.74387,1,400,1,85
3382,81.6,0.83254,1,400,1,85
3383,80.75,0.90328,1,400,1,85
3384,79.9,0.94231,1,400,1,85
3385,79.05,0.9601200000000001,1,400,1,85
3386,78.2,0.9687399999999999,1,400,1,85
3387,77.35,0.97472,1,400,1,85
3388,76.5,0.9792700000000001,1,400,1,85
3389,73.95,0.99245,1,400,1,85
3390,71.4,1.0047,1,400,1,85
3391,68.85,1.0168,1,400,1,85
3392,66.3,1.0296,1,400,1,85
3393,63.75,1.0416,1,400,1,85
3394,61.2,1.0524,1,400,1,85
3395,58.65,1.0651,1,400,1,85
3396,56.1,1.0772,1,400,1,85
3397,53.55,1.0886,1,400,1,85
3398,51.0,1.1001,1,400,1,85
3399,48.45,1.1126,1,400,1,85
3400,45.9,1.1241,1,400,1,85
3401,43.35,1.1355,1,400,1,85
3402,40.8,1.147,1,400,1,85
3403,38.25,1.1578,1,400,1,85
3404,35.7,1.1684,1,400,1,85
3405,33.15,1.1796,1,400,1,85
3406,30.6,1.1896,1,400,1,85
3407,28.05,1.201,1,400,1,85
3408,25.5,1.2094,1,400,1,85
3409,22.95,1.2173,1,400,1,85
3410,20.4,1.2262,1,400,1,85
3411,17.85,1.2346,1,400,1,85
3412,15.3,1.2424,1,400,1,85
3413,12.75,1.2473,1,400,1,85
3414,10.2,1.2525,1,400,1,85
3415,7.65,1.253,1,400,1,85
3416,5.1,1.2562,1,400,1,85
3417,2.55,1.259,1,400,1,85
3418,0.0,1.2593,1,400,1,85
3419,2.55,1.2579,1,400,1,85
3420,5.1,1.256,1,400,1,85
3421,7.65,1.2515,1,400,1,85
3422,10.2,1.2469,1,400,1,85
3423,12.75,1.2435,1,400,1,85
3424,15.3,1.2378,1,400,1,85
3425,17.85,1.2303,1,400,1,85
3426,20.4,1.2208,1,400,1,85
3427,22.95,1.2126,1,400,1,85
3428,25.5,1.202,1,400,1,85
3429,28.05,1.1945,1,400,1,85
3430,30.6,1.1834,1,400,1,85
3431,33.15,1.1751,1,400,1,85
3432,35.7,1.1623,1,400,1,85
3433,38.25,1.1503,1,400,1,85
3434,40.8,1.1394,1,400,1,85
3435,43.35,1.1271,1,400,1,85
3436,45.9,1.1167,1,400,1,85
3437,48.45,1.1065,1,400,1,85
3438,51.0,1.0948,1,400,1,85
3439,53.55,1.082,1,400,1,85
3440,56.1,1.0717,1,400,1,85
3441,58.65,1.059,1,400,1,85
3442,61.2,1.0476,1,400,1,85
3443,63.75,1.0354,1,400,1,85
3444,66.3,1.0241,1,400,1,85
3445,68.85,1.0117,1,400,1,85
3446,71.4,0.9995700000000001,1,400,1,85
3447,73.95,0.9868600000000001,1,400,1,85
3448,76.5,0.9736600000000001,1,400,1,85
3449,77.35,0.96957,1,400,1,85
3450,78.2,0.96245,1,400,1,85
3451,79.05,0.9509799999999999,1,400,1,85
3452,79.9,0.92361,1,400,1,85
3453,80.75,0.8711200000000001,1,400,1,85
3454,81.6,0.7919,1,400,1,85
3455,82.45,0.70553,1,400,1,85
3456,83.3,0.61621,1,400,1,85
3457,84.15,0.5229,1,400,1,85
3458,85.0,0.4264,1,400,1,85
3459,85.85,0.33316,1,400,1,85
3460,86.7,0.2424,1,400,1,85
3461,87.55,0.1541,1,400,1,85
3462,88.4,0.086385,1,400,1,85
3463,89.25,0.047874,1,400,1,85
3464,90.1,0.032463,1,400,1,85
3465,90.95,0.026583,1,400,1,85
3466,91.8,0.024222999999999998,1,400,1,85
3467,92.65,0.023112999999999998,1,400,1,85
3468,93.5,0.022341999999999997,1,400,1,85
3469,96.05,0.020551,1,400,1,85
3470,98.6,0.01924,1,400,1,85
3471,101.15,0.018006,1,400,1,85
3472,103.7,0.016836,1,400,1,85
3473,106.25,0.015716,1,400,1,85
3474,108.8,0.014678,1,400,1,85
3475,111.35,0.013861000000000002,1,400,1,85
3476,113.9,0.013058000000000002,1,400,1,85
3477,116.45,0.012425,1,400,1,85
3478,119.0,0.011884,1,400,1,85
3479,121.55,0.011399,1,400,1,85
3480,123.25,0.011142,1,400,1,85
3481,208.25,0.018034,0,1600,1,85
3482,206.55,0.01917,0,1600,1,85
3483,204.0,0.021041999999999998,0,1600,1,85
3484,201.45,0.023222,0,1600,1,85
3485,198.9,0.025779000000000003,0,1600,1,85
3486,196.35,0.028581,0,1600,1,85
3487,193.8,0.031626,0,1600,1,85
3488,191.25,0.034970999999999995,0,1600,1,85
3489,188.7,0.038573,0,1600,1,85
3490,186.15,0.042123,0,1600,1,85
3491,183.6,0.045952,0,1600,1,85
3492,181.05,0.049767,0,1600,1,85
3493,178.5,0.054202999999999994,0,1600,1,85
3494,177.65,0.056104999999999995,0,1600,1,85
3495,176.8,0.058941999999999994,0,1600,1,85
3496,175.95,0.06501699999999999,0,1600,1,85
3497,175.1,0.082495,0,1600,1,85
3498,174.25,0.1264,0,1600,1,85
3499,173.4,0.2019,0,1600,1,85
3500,172.55,0.30024,0,1600,1,85
3501,171.7,0.39869,0,1600,1,85
3502,170.85,0.50268,0,1600,1,85
3503,170.0,0.60868,0,1600,1,85
3504,169.15,0.7169300000000001,0,1600,1,85
3505,168.3,0.8227,0,1600,1,85
3506,167.45,0.92427,0,1600,1,85
3507,166.6,1.0207,0,1600,1,85
3508,165.75,1.0859,0,1600,1,85
3509,164.9,1.1181,0,1600,1,85
3510,164.05,1.1282,0,1600,1,85
3511,163.2,1.1324,0,1600,1,85
3512,162.35,1.1341,0,1600,1,85
3513,161.5,1.1355,0,1600,1,85
3514,158.95,1.1371,0,1600,1,85
3515,156.4,1.138,0,1600,1,85
3516,153.85,1.1385,0,1600,1,85
3517,151.3,1.1393,0,1600,1,85
3518,148.75,1.1392,0,1600,1,85
3519,146.2,1.1392,0,1600,1,85
3520,143.65,1.1399,0,1600,1,85
3521,141.1,1.1397,0,1600,1,85
3522,138.55,1.139,0,1600,1,85
3523,136.0,1.1397,0,1600,1,85
3524,133.45,1.1388,0,1600,1,85
3525,130.9,1.1394,0,1600,1,85
3526,128.35,1.1383,0,1600,1,85
3527,125.8,1.1385,0,1600,1,85
3528,123.25,1.1381,0,1600,1,85
3529,120.7,1.1364,0,1600,1,85
3530,118.15,1.1359,0,1600,1,85
3531,115.6,1.1355,0,1600,1,85
3532,113.05,1.1349,0,1600,1,85
3533,110.5,1.1337,0,1600,1,85
3534,107.95,1.1333,0,1600,1,85
3535,105.4,1.1325,0,1600,1,85
3536,102.85,1.1325,0,1600,1,85
3537,100.3,1.1315,0,1600,1,85
3538,97.75,1.1314,0,1600,1,85
3539,95.2,1.1307,0,1600,1,85
3540,92.65,1.1311,0,1600,1,85
3541,90.1,1.1291,0,1600,1,85
3542,87.55,1.1293,0,1600,1,85
3543,85.0,1.1285,0,1600,1,85
3544,82.45,1.1275,0,1600,1,85
3545,79.9,1.1269,0,1600,1,85
3546,77.35,1.1266,0,1600,1,85
3547,74.8,1.1264,0,1600,1,85
3548,72.25,1.1255,0,1600,1,85
3549,69.7,1.1255,0,1600,1,85
3550,67.15,1.1245,0,1600,1,85
3551,64.6,1.1245,0,1600,1,85
3552,62.05,1.1236,0,1600,1,85
3553,59.5,1.1227,0,1600,1,85
3554,56.95,1.1214,0,1600,1,85
3555,54.4,1.1216,0,1600,1,85
3556,51.85,1.1202,0,1600,1,85
3557,49.3,1.1199,0,1600,1,85
3558,46.75,1.1195,0,1600,1,85
3559,44.2,1.1177,0,1600,1,85
3560,41.65,1.1163,0,1600,1,85
3561,39.1,1.1143,0,1600,1,85
3562,36.55,1.1129,0,1600,1,85
3563,34.0,1.1096,0,1600,1,85
3564,31.45,1.1069,0,1600,1,85
3565,28.9,1.1039,0,1600,1,85
3566,26.35,1.1023,0,1600,1,85
3567,23.8,1.1025,0,1600,1,85
3568,21.25,1.1012,0,1600,1,85
3569,18.7,1.1013,0,1600,1,85
3570,16.15,1.1001,0,1600,1,85
3571,13.6,1.0991,0,1600,1,85
3572,11.05,1.0972,0,1600,1,85
3573,8.5,1.0946,0,1600,1,85
3574,5.95,1.0936,0,1600,1,85
3575,3.4,1.092,0,1600,1,85
3576,0.85,1.0909,0,1600,1,85
3577,0.0,1.0913,0,1600,1,85
3578,0.85,1.0918,0,1600,1,85
3579,3.4,1.0925,0,1600,1,85
3580,5.95,1.0944,0,1600,1,85
3581,8.5,1.0958,0,1600,1,85
3582,11.05,1.0975,0,1600,1,85
3583,13.6,1.0994,0,1600,1,85
3584,16.15,1.1001,0,1600,1,85
3585,18.7,1.1013,0,1600,1,85
3586,21.25,1.102,0,1600,1,85
3587,23.8,1.1032,0,1600,1,85
3588,26.35,1.1024,0,1600,1,85
3589,28.9,1.1051,0,1600,1,85
3590,31.45,1.1063,0,1600,1,85
3591,34.0,1.1098,0,1600,1,85
3592,36.55,1.1119,0,1600,1,85
3593,39.1,1.1146,0,1600,1,85
3594,41.65,1.1169,0,1600,1,85
3595,44.2,1.1183,0,1600,1,85
3596,46.75,1.1193,0,1600,1,85
3597,49.3,1.1196,0,1600,1,85
